route_id service_id trip_id trip_headsign direction_id block_id shape_id
C63 10 34869080 "West to Georgia Av" 1 A039 C63:51
C63 10 34723080 "East to Deanwood" 0 A039 C63:03
C35 10 6252080 "South to Naylor Rd" 1 A039 C35:52
C35 10 3969080 "North to Deanwood" 0 A039 C35:03
C63 10 36243080 "West to Georgia Av" 1 A039 C63:51
C63 10 25092080 "East to Deanwood" 0 A039 C63:03
C35 10 4440080 "South to Naylor Rd" 1 A039 C35:52
C57 11 15043020 "West to U St" 1 A039 C57:51
C57 11 38277020 "East to Capitol Hts" 0 A039 C57:03
D2X 11 34208020 "West to Gallery Place" 1 A039 D2X:51
D2X 11 35486020 "East to Capitol Hts" 0 A039 D2X:03
D2X 11 33965020 "West to Gallery Place" 1 A039 D2X:51
D2X 11 39481020 "East to Capitol Hts" 0 A039 D2X:03
C57 12 15043060 "West to U St" 1 A039 C57:51
C57 12 38277060 "East to Capitol Hts" 0 A039 C57:03
D2X 12 34208060 "West to Gallery Place" 1 A039 D2X:51
D2X 12 35486060 "East to Capitol Hts" 0 A039 D2X:03
D2X 12 33965060 "West to Gallery Place" 1 A039 D2X:51
D2X 12 39481060 "East to Capitol Hts" 0 A039 D2X:03
C35 13 1661010 "South to Naylor Rd" 1 A039 C35:52
C35 13 36059010 "North to Deanwood" 0 A039 C35:03
C63 13 34869010 "West to Georgia Av" 1 A039 C63:51
C63 13 34723010 "East to Deanwood" 0 A039 C63:03
C35 13 6252010 "South to Naylor Rd" 1 A039 C35:52
C35 13 3969010 "North to Deanwood" 0 A039 C35:03
C63 13 36243010 "West to Georgia Av" 1 A039 C63:51
C63 13 25092010 "East to Deanwood" 0 A039 C63:03
C35 13 4440010 "South to Naylor Rd" 1 A039 C35:52
C63 14 36536070 "East to Deanwood" 0 A039 C63:03
C35 14 1322070 "South to Fort Dupont" 1 A039 C35:51
C35 14 3598070 "North to Deanwood" 0 A039 C35:04
C35 14 710070 "South to Fort Dupont" 1 A039 C35:51
C35 14 21752070 "North to Deanwood" 0 A039 C35:04
P96 1 16055130 "North to Suitland" 0 A040 P96:04
P87 1 2686130 "West to Oxon Hill P+R" 1 A040 P87:51
P87 1 32577130 "East to Suitland" 0 A040 P87:03
P96 1 7112130 "South to Oxon Hill P+R" 1 A040 P96:05
P96 1 21327130 "North to Suitland" 0 A040 P96:04
P96 1 7434130 "South to Oxon Hill P+R" 1 A040 P96:05
P87 1 36606130 "East to Suitland" 0 A040 P87:03
P90 1 6122130 "West to King St-Old Town" 1 A040 P90:52
P90 1 3409130 "East to Suitland" 0 A040 P90:08
P96 2 16055090 "North to Suitland" 0 A040 P96:04
P87 2 2686090 "West to Oxon Hill P+R" 1 A040 P87:51
P87 2 32577090 "East to Suitland" 0 A040 P87:03
P96 2 7112090 "South to Oxon Hill P+R" 1 A040 P96:05
P96 2 21327090 "North to Suitland" 0 A040 P96:04
P96 2 7434090 "South to Oxon Hill P+R" 1 A040 P96:05
P87 2 36606090 "East to Suitland" 0 A040 P87:03
P90 2 6122090 "West to King St-Old Town" 1 A040 P90:52
P90 2 3409090 "East to Suitland" 0 A040 P90:08
P96 3 16055160 "North to Suitland" 0 A040 P96:04
P87 3 2686160 "West to Oxon Hill P+R" 1 A040 P87:51
P87 3 32577160 "East to Suitland" 0 A040 P87:03
P96 3 7112160 "South to Oxon Hill P+R" 1 A040 P96:05
P96 3 21327160 "North to Suitland" 0 A040 P96:04
P96 3 7434160 "South to Oxon Hill P+R" 1 A040 P96:05
P87 3 36606160 "East to Suitland" 0 A040 P87:03
P90 3 6122160 "West to King St-Old Town" 1 A040 P90:52
P90 3 3409160 "East to Suitland" 0 A040 P90:08
P96 4 16055140 "North to Suitland" 0 A040 P96:04
P87 4 2686140 "West to Oxon Hill P+R" 1 A040 P87:51
P87 4 32577140 "East to Suitland" 0 A040 P87:03
P96 4 7112140 "South to Oxon Hill P+R" 1 A040 P96:05
P96 4 21327140 "North to Suitland" 0 A040 P96:04
P96 4 7434140 "South to Oxon Hill P+R" 1 A040 P96:05
P87 4 36606140 "East to Suitland" 0 A040 P87:03
P90 4 6122140 "West to King St-Old Town" 1 A040 P90:52
P90 4 3409140 "East to Suitland" 0 A040 P90:08
P96 5 16055100 "North to Suitland" 0 A040 P96:04
P87 5 2686100 "West to Oxon Hill P+R" 1 A040 P87:51
P87 5 32577100 "East to Suitland" 0 A040 P87:03
P96 5 7112100 "South to Oxon Hill P+R" 1 A040 P96:05
P96 5 21327100 "North to Suitland" 0 A040 P96:04
P96 5 7434100 "South to Oxon Hill P+R" 1 A040 P96:05
P87 5 36606100 "East to Suitland" 0 A040 P87:03
P90 5 6122100 "West to King St-Old Town" 1 A040 P90:52
P90 5 3409100 "East to Suitland" 0 A040 P90:08
P96 6 20057110 "North to Suitland" 0 A040 P96:04
P93 6 27872110 "West to Birchwood" 1 A040 P93:51
P93 6 26485110 "East to Suitland" 0 A040 P93:05
P96 6 40155110 "South to Oxon Hill P+R" 1 A040 P96:05
P96 6 2711110 "North to Suitland" 0 A040 P96:04
P96 6 32504110 "South to Oxon Hill P+R" 1 A040 P96:05
P96 6 11244110 "North to Suitland" 0 A040 P96:04
P66 6 40431110 "East to Forestville" 0 A040 P66:04
P66 6 25625110 "West to Suitland" 1 A040 P66:52
P96 7 16055120 "North to Suitland" 0 A040 P96:04
P87 7 2686120 "West to Oxon Hill P+R" 1 A040 P87:51
P87 7 32577120 "East to Suitland" 0 A040 P87:03
P96 7 7112120 "South to Oxon Hill P+R" 1 A040 P96:05
P96 7 21327120 "North to Suitland" 0 A040 P96:04
P96 7 7434120 "South to Oxon Hill P+R" 1 A040 P96:05
P87 7 36606120 "East to Suitland" 0 A040 P87:03
P90 7 6122120 "West to King St-Old Town" 1 A040 P90:52
P90 7 3409120 "East to Suitland" 0 A040 P90:08
P96 8 16055170 "North to Suitland" 0 A040 P96:04
P87 8 2686170 "West to Oxon Hill P+R" 1 A040 P87:51
P87 8 32577170 "East to Suitland" 0 A040 P87:03
P96 8 7112170 "South to Oxon Hill P+R" 1 A040 P96:05
P96 8 21327170 "North to Suitland" 0 A040 P96:04
P96 8 7434170 "South to Oxon Hill P+R" 1 A040 P96:05
P87 8 36606170 "East to Suitland" 0 A040 P87:03
P90 8 6122170 "West to King St-Old Town" 1 A040 P90:52
P90 8 3409170 "East to Suitland" 0 A040 P90:08
P96 9 16055150 "North to Suitland" 0 A040 P96:04
P87 9 2686150 "West to Oxon Hill P+R" 1 A040 P87:51
P87 9 32577150 "East to Suitland" 0 A040 P87:03
P96 9 7112150 "South to Oxon Hill P+R" 1 A040 P96:05
P96 9 21327150 "North to Suitland" 0 A040 P96:04
P96 9 7434150 "South to Oxon Hill P+R" 1 A040 P96:05
P87 9 36606150 "East to Suitland" 0 A040 P87:03
P90 9 6122150 "West to King St-Old Town" 1 A040 P90:52
P90 9 3409150 "East to Suitland" 0 A040 P90:08
P94 10 5071080 "West to National Harbor" 1 A040 P94:51
P94 10 6124080 "East to Suitland" 0 A040 P94:03
P93 10 2573080 "West to Birchwood" 1 A040 P93:51
P93 10 27700080 "East to Suitland" 0 A040 P93:05
P87 10 17157080 "West to Oxon Hill P+R" 1 A040 P87:51
P96 10 598080 "North to Suitland" 0 A040 P96:04
P87 10 839080 "West to Oxon Hill P+R" 1 A040 P87:51
P87 10 25678080 "East to Suitland" 0 A040 P87:03
P96 11 16055020 "North to Suitland" 0 A040 P96:04
P87 11 2686020 "West to Oxon Hill P+R" 1 A040 P87:51
P87 11 32577020 "East to Suitland" 0 A040 P87:03
P96 11 7112020 "South to Oxon Hill P+R" 1 A040 P96:05
P96 11 21327020 "North to Suitland" 0 A040 P96:04
P96 11 7434020 "South to Oxon Hill P+R" 1 A040 P96:05
P87 11 36606020 "East to Suitland" 0 A040 P87:03
P90 11 6122020 "West to King St-Old Town" 1 A040 P90:52
P90 11 3409020 "East to Suitland" 0 A040 P90:08
P96 12 16055060 "North to Suitland" 0 A040 P96:04
P87 12 2686060 "West to Oxon Hill P+R" 1 A040 P87:51
P87 12 32577060 "East to Suitland" 0 A040 P87:03
P96 12 7112060 "South to Oxon Hill P+R" 1 A040 P96:05
P96 12 21327060 "North to Suitland" 0 A040 P96:04
P96 12 7434060 "South to Oxon Hill P+R" 1 A040 P96:05
P87 12 36606060 "East to Suitland" 0 A040 P87:03
P90 12 6122060 "West to King St-Old Town" 1 A040 P90:52
P90 12 3409060 "East to Suitland" 0 A040 P90:08
P94 13 5071010 "West to National Harbor" 1 A040 P94:51
P94 13 6124010 "East to Suitland" 0 A040 P94:03
P93 13 2573010 "West to Birchwood" 1 A040 P93:51
P93 13 27700010 "East to Suitland" 0 A040 P93:05
P87 13 17157010 "West to Oxon Hill P+R" 1 A040 P87:51
P96 13 598010 "North to Suitland" 0 A040 P96:04
P87 13 839010 "West to Oxon Hill P+R" 1 A040 P87:51
P87 13 25678010 "East to Suitland" 0 A040 P87:03
P96 14 20057070 "North to Suitland" 0 A040 P96:04
P93 14 27872070 "West to Birchwood" 1 A040 P93:51
P93 14 26485070 "East to Suitland" 0 A040 P93:05
P96 14 40155070 "South to Oxon Hill P+R" 1 A040 P96:05
P96 14 2711070 "North to Suitland" 0 A040 P96:04
P96 14 32504070 "South to Oxon Hill P+R" 1 A040 P96:05
P96 14 11244070 "North to Suitland" 0 A040 P96:04
P66 14 40431070 "East to Forestville" 0 A040 P66:04
P66 14 25625070 "West to Suitland" 1 A040 P66:52
D1X 1 14074130 "West to Metro Center" 1 A041 D1X:53
D1X 1 10675130 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 1 16827130 "West to Metro Center" 1 A041 D1X:53
D1X 1 9792130 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 1 25126130 "West to Metro Center" 1 A041 D1X:53
D1X 1 12797130 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 1 9784130 "West to Metro Center" 1 A041 D1X:53
D1X 1 27158130 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 1 33213130 "West to Metro Center" 1 A041 D1X:53
D1X 1 12305130 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 2 14074090 "West to Metro Center" 1 A041 D1X:53
D1X 2 10675090 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 2 16827090 "West to Metro Center" 1 A041 D1X:53
D1X 2 9792090 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 2 25126090 "West to Metro Center" 1 A041 D1X:53
D1X 2 12797090 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 2 9784090 "West to Metro Center" 1 A041 D1X:53
D1X 2 27158090 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 2 33213090 "West to Metro Center" 1 A041 D1X:53
D1X 2 12305090 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 3 14074160 "West to Metro Center" 1 A041 D1X:53
D1X 3 10675160 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 3 16827160 "West to Metro Center" 1 A041 D1X:53
D1X 3 9792160 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 3 25126160 "West to Metro Center" 1 A041 D1X:53
D1X 3 12797160 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 3 9784160 "West to Metro Center" 1 A041 D1X:53
D1X 3 27158160 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 3 33213160 "West to Metro Center" 1 A041 D1X:53
D1X 3 12305160 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 4 14074140 "West to Metro Center" 1 A041 D1X:53
D1X 4 10675140 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 4 16827140 "West to Metro Center" 1 A041 D1X:53
D1X 4 9792140 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 4 25126140 "West to Metro Center" 1 A041 D1X:53
D1X 4 12797140 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 4 9784140 "West to Metro Center" 1 A041 D1X:53
D1X 4 27158140 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 4 33213140 "West to Metro Center" 1 A041 D1X:53
D1X 4 12305140 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 5 14074100 "West to Metro Center" 1 A041 D1X:53
D1X 5 10675100 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 5 16827100 "West to Metro Center" 1 A041 D1X:53
D1X 5 9792100 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 5 25126100 "West to Metro Center" 1 A041 D1X:53
D1X 5 12797100 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 5 9784100 "West to Metro Center" 1 A041 D1X:53
D1X 5 27158100 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 5 33213100 "West to Metro Center" 1 A041 D1X:53
D1X 5 12305100 "East to Naylor Rd Station" 0 A041 D1X:04
C63 6 748110 "West to Georgia Av" 1 A041 C63:51
C63 6 3794110 "East to Deanwood" 0 A041 C63:03
C63 6 9470110 "West to Georgia Av" 1 A041 C63:51
C63 6 11900110 "East to Deanwood" 0 A041 C63:03
C63 6 1845110 "West to Georgia Av" 1 A041 C63:51
C63 6 29502110 "East to Deanwood" 0 A041 C63:03
D1X 7 14074120 "West to Metro Center" 1 A041 D1X:53
D1X 7 10675120 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 7 16827120 "West to Metro Center" 1 A041 D1X:53
D1X 7 9792120 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 7 25126120 "West to Metro Center" 1 A041 D1X:53
D1X 7 12797120 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 7 9784120 "West to Metro Center" 1 A041 D1X:53
D1X 7 27158120 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 7 33213120 "West to Metro Center" 1 A041 D1X:53
D1X 7 12305120 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 8 14074170 "West to Metro Center" 1 A041 D1X:53
D1X 8 10675170 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 8 16827170 "West to Metro Center" 1 A041 D1X:53
D1X 8 9792170 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 8 25126170 "West to Metro Center" 1 A041 D1X:53
D1X 8 12797170 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 8 9784170 "West to Metro Center" 1 A041 D1X:53
D1X 8 27158170 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 8 33213170 "West to Metro Center" 1 A041 D1X:53
D1X 8 12305170 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 9 14074150 "West to Metro Center" 1 A041 D1X:53
D1X 9 10675150 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 9 16827150 "West to Metro Center" 1 A041 D1X:53
D1X 9 9792150 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 9 25126150 "West to Metro Center" 1 A041 D1X:53
D1X 9 12797150 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 9 9784150 "West to Metro Center" 1 A041 D1X:53
D1X 9 27158150 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 9 33213150 "West to Metro Center" 1 A041 D1X:53
D1X 9 12305150 "East to Naylor Rd Station" 0 A041 D1X:04
D10 10 28718080 "West to Foggy Bottom" 1 A041 D10:53
D10 10 1237080 "East to Southern Av Station" 0 A041 D10:05
D10 10 13885080 "West to Foggy Bottom" 1 A041 D10:53
D10 10 2050080 "East to Southern Av Station" 0 A041 D10:05
D10 10 362080 "West to Foggy Bottom" 1 A041 D10:53
D10 10 24595080 "East to Southern Av Station" 0 A041 D10:05
D1X 11 14074020 "West to Metro Center" 1 A041 D1X:53
D1X 11 10675020 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 11 16827020 "West to Metro Center" 1 A041 D1X:53
D1X 11 9792020 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 11 25126020 "West to Metro Center" 1 A041 D1X:53
D1X 11 12797020 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 11 9784020 "West to Metro Center" 1 A041 D1X:53
D1X 11 27158020 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 11 33213020 "West to Metro Center" 1 A041 D1X:53
D1X 11 12305020 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 12 14074060 "West to Metro Center" 1 A041 D1X:53
D1X 12 10675060 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 12 16827060 "West to Metro Center" 1 A041 D1X:53
D1X 12 9792060 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 12 25126060 "West to Metro Center" 1 A041 D1X:53
D1X 12 12797060 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 12 9784060 "West to Metro Center" 1 A041 D1X:53
D1X 12 27158060 "East to Naylor Rd Station" 0 A041 D1X:04
D1X 12 33213060 "West to Metro Center" 1 A041 D1X:53
D1X 12 12305060 "East to Naylor Rd Station" 0 A041 D1X:04
D10 13 28718010 "West to Foggy Bottom" 1 A041 D10:53
D10 13 1237010 "East to Southern Av Station" 0 A041 D10:05
D10 13 13885010 "West to Foggy Bottom" 1 A041 D10:53
D10 13 2050010 "East to Southern Av Station" 0 A041 D10:05
D10 13 362010 "West to Foggy Bottom" 1 A041 D10:53
D10 13 24595010 "East to Southern Av Station" 0 A041 D10:05
C63 14 748070 "West to Georgia Av" 1 A041 C63:51
C63 14 3794070 "East to Deanwood" 0 A041 C63:03
C63 14 9470070 "West to Georgia Av" 1 A041 C63:51
C63 14 11900070 "East to Deanwood" 0 A041 C63:03
C63 14 1845070 "West to Georgia Av" 1 A041 C63:51
C63 14 29502070 "East to Deanwood" 0 A041 C63:03
P94 1 28432130 "West to National Harbor" 1 A042 P94:51
P94 1 18623130 "East to Suitland" 0 A042 P94:03
D10 1 9686130 "West to Foggy Bottom" 1 A042 D10:53
D10 1 20313130 "East to Southern Av Station" 0 A042 D10:05
D10 1 11808130 "West to Foggy Bottom" 1 A042 D10:53
D10 1 6526130 "East to Southern Av Station" 0 A042 D10:05
D10 1 24460130 "West to Foggy Bottom" 1 A042 D10:53
D10 1 33949130 "East to Southern Av Station" 0 A042 D10:05
P94 2 28432090 "West to National Harbor" 1 A042 P94:51
P94 2 18623090 "East to Suitland" 0 A042 P94:03
D10 2 9686090 "West to Foggy Bottom" 1 A042 D10:53
D10 2 20313090 "East to Southern Av Station" 0 A042 D10:05
D10 2 11808090 "West to Foggy Bottom" 1 A042 D10:53
D10 2 6526090 "East to Southern Av Station" 0 A042 D10:05
D10 2 24460090 "West to Foggy Bottom" 1 A042 D10:53
D10 2 33949090 "East to Southern Av Station" 0 A042 D10:05
P94 3 28432160 "West to National Harbor" 1 A042 P94:51
P94 3 18623160 "East to Suitland" 0 A042 P94:03
D10 3 9686160 "West to Foggy Bottom" 1 A042 D10:53
D10 3 20313160 "East to Southern Av Station" 0 A042 D10:05
D10 3 11808160 "West to Foggy Bottom" 1 A042 D10:53
D10 3 6526160 "East to Southern Av Station" 0 A042 D10:05
D10 3 24460160 "West to Foggy Bottom" 1 A042 D10:53
D10 3 33949160 "East to Southern Av Station" 0 A042 D10:05
P94 4 28432140 "West to National Harbor" 1 A042 P94:51
P94 4 18623140 "East to Suitland" 0 A042 P94:03
D10 4 9686140 "West to Foggy Bottom" 1 A042 D10:53
D10 4 20313140 "East to Southern Av Station" 0 A042 D10:05
D10 4 11808140 "West to Foggy Bottom" 1 A042 D10:53
D10 4 6526140 "East to Southern Av Station" 0 A042 D10:05
D10 4 24460140 "West to Foggy Bottom" 1 A042 D10:53
D10 4 33949140 "East to Southern Av Station" 0 A042 D10:05
P94 5 28432100 "West to National Harbor" 1 A042 P94:51
P94 5 18623100 "East to Suitland" 0 A042 P94:03
D10 5 9686100 "West to Foggy Bottom" 1 A042 D10:53
D10 5 20313100 "East to Southern Av Station" 0 A042 D10:05
D10 5 11808100 "West to Foggy Bottom" 1 A042 D10:53
D10 5 6526100 "East to Southern Av Station" 0 A042 D10:05
D10 5 24460100 "West to Foggy Bottom" 1 A042 D10:53
D10 5 33949100 "East to Southern Av Station" 0 A042 D10:05
P93 6 31519110 "East to Suitland" 0 A042 P93:05
P90 6 24284110 "West to King St-Old Town" 1 A042 P90:52
P90 6 39490110 "East to Suitland" 0 A042 P90:08
P90 6 6244110 "West to King St-Old Town" 1 A042 P90:52
P90 6 20501110 "East to Suitland" 0 A042 P90:08
P94 6 6336110 "West to National Harbor" 1 A042 P94:51
P94 6 4126110 "East to Suitland" 0 A042 P94:03
P93 6 23238110 "West to Birchwood" 1 A042 P93:52
P93 6 31407110 "East to Suitland" 0 A042 P93:06
P94 7 28432120 "West to National Harbor" 1 A042 P94:51
P94 7 18623120 "East to Suitland" 0 A042 P94:03
D10 7 9686120 "West to Foggy Bottom" 1 A042 D10:53
D10 7 20313120 "East to Southern Av Station" 0 A042 D10:05
D10 7 11808120 "West to Foggy Bottom" 1 A042 D10:53
D10 7 6526120 "East to Southern Av Station" 0 A042 D10:05
D10 7 24460120 "West to Foggy Bottom" 1 A042 D10:53
D10 7 33949120 "East to Southern Av Station" 0 A042 D10:05
P94 8 28432170 "West to National Harbor" 1 A042 P94:51
P94 8 18623170 "East to Suitland" 0 A042 P94:03
D10 8 9686170 "West to Foggy Bottom" 1 A042 D10:53
D10 8 20313170 "East to Southern Av Station" 0 A042 D10:05
D10 8 11808170 "West to Foggy Bottom" 1 A042 D10:53
D10 8 6526170 "East to Southern Av Station" 0 A042 D10:05
D10 8 24460170 "West to Foggy Bottom" 1 A042 D10:53
D10 8 33949170 "East to Southern Av Station" 0 A042 D10:05
P94 9 28432150 "West to National Harbor" 1 A042 P94:51
P94 9 18623150 "East to Suitland" 0 A042 P94:03
D10 9 9686150 "West to Foggy Bottom" 1 A042 D10:53
D10 9 20313150 "East to Southern Av Station" 0 A042 D10:05
D10 9 11808150 "West to Foggy Bottom" 1 A042 D10:53
D10 9 6526150 "East to Southern Av Station" 0 A042 D10:05
D10 9 24460150 "West to Foggy Bottom" 1 A042 D10:53
D10 9 33949150 "East to Southern Av Station" 0 A042 D10:05
P93 10 20709080 "East to Suitland" 0 A042 P93:05
P90 10 38315080 "West to King St-Old Town" 1 A042 P90:52
P90 10 38200080 "East to Suitland" 0 A042 P90:08
P90 10 32254080 "West to King St-Old Town" 1 A042 P90:52
P90 10 12263080 "East to Suitland" 0 A042 P90:08
P94 10 28110080 "West to National Harbor" 1 A042 P94:51
P94 10 29233080 "East to Suitland" 0 A042 P94:03
P94 11 28432020 "West to National Harbor" 1 A042 P94:51
P94 11 18623020 "East to Suitland" 0 A042 P94:03
D10 11 9686020 "West to Foggy Bottom" 1 A042 D10:53
D10 11 20313020 "East to Southern Av Station" 0 A042 D10:05
D10 11 11808020 "West to Foggy Bottom" 1 A042 D10:53
D10 11 6526020 "East to Southern Av Station" 0 A042 D10:05
D10 11 24460020 "West to Foggy Bottom" 1 A042 D10:53
D10 11 33949020 "East to Southern Av Station" 0 A042 D10:05
P94 12 28432060 "West to National Harbor" 1 A042 P94:51
P94 12 18623060 "East to Suitland" 0 A042 P94:03
D10 12 9686060 "West to Foggy Bottom" 1 A042 D10:53
D10 12 20313060 "East to Southern Av Station" 0 A042 D10:05
D10 12 11808060 "West to Foggy Bottom" 1 A042 D10:53
D10 12 6526060 "East to Southern Av Station" 0 A042 D10:05
D10 12 24460060 "West to Foggy Bottom" 1 A042 D10:53
D10 12 33949060 "East to Southern Av Station" 0 A042 D10:05
P93 13 20709010 "East to Suitland" 0 A042 P93:05
P90 13 38315010 "West to King St-Old Town" 1 A042 P90:52
P90 13 38200010 "East to Suitland" 0 A042 P90:08
P90 13 32254010 "West to King St-Old Town" 1 A042 P90:52
P90 13 12263010 "East to Suitland" 0 A042 P90:08
P94 13 28110010 "West to National Harbor" 1 A042 P94:51
P94 13 29233010 "East to Suitland" 0 A042 P94:03
P93 14 31519070 "East to Suitland" 0 A042 P93:05
P90 14 24284070 "West to King St-Old Town" 1 A042 P90:52
P90 14 39490070 "East to Suitland" 0 A042 P90:08
P90 14 6244070 "West to King St-Old Town" 1 A042 P90:52
P90 14 20501070 "East to Suitland" 0 A042 P90:08
P94 14 6336070 "West to National Harbor" 1 A042 P94:51
P94 14 4126070 "East to Suitland" 0 A042 P94:03
P93 14 23238070 "West to Birchwood" 1 A042 P93:52
P93 14 31407070 "East to Suitland" 0 A042 P93:06
D10 1 32719130 "West to Foggy Bottom" 1 A043 D10:53
D10 1 24682130 "East to Southern Av Station" 0 A043 D10:05
D10 1 32861130 "West to Foggy Bottom" 1 A043 D10:53
D10 2 32719090 "West to Foggy Bottom" 1 A043 D10:53
D10 2 24682090 "East to Southern Av Station" 0 A043 D10:05
D10 2 32861090 "West to Foggy Bottom" 1 A043 D10:53
D10 3 32719160 "West to Foggy Bottom" 1 A043 D10:53
D10 3 24682160 "East to Southern Av Station" 0 A043 D10:05
D10 3 32861160 "West to Foggy Bottom" 1 A043 D10:53
D10 4 32719140 "West to Foggy Bottom" 1 A043 D10:53
D10 4 24682140 "East to Southern Av Station" 0 A043 D10:05
D10 4 32861140 "West to Foggy Bottom" 1 A043 D10:53
D10 5 32719100 "West to Foggy Bottom" 1 A043 D10:53
D10 5 24682100 "East to Southern Av Station" 0 A043 D10:05
D10 5 32861100 "West to Foggy Bottom" 1 A043 D10:53
D1X 6 32976110 "East to Naylor Rd Station" 0 A043 D1X:04
D1X 6 38459110 "West to Metro Center" 1 A043 D1X:53
D1X 6 18176110 "East to Naylor Rd Station" 0 A043 D1X:04
D1X 6 11638110 "West to Metro Center" 1 A043 D1X:53
D1X 6 3835110 "East to Naylor Rd Station" 0 A043 D1X:04
C63 6 28449110 "West to Georgia Av" 1 A043 C63:51
C63 6 7487110 "East to Deanwood" 0 A043 C63:03
C63 6 1235110 "West to Georgia Av" 1 A043 C63:51
C63 6 632110 "East to Deanwood" 0 A043 C63:03
D10 7 32719120 "West to Foggy Bottom" 1 A043 D10:53
D10 7 24682120 "East to Southern Av Station" 0 A043 D10:05
D10 7 32861120 "West to Foggy Bottom" 1 A043 D10:53
D10 8 32719170 "West to Foggy Bottom" 1 A043 D10:53
D10 8 24682170 "East to Southern Av Station" 0 A043 D10:05
D10 8 32861170 "West to Foggy Bottom" 1 A043 D10:53
D10 9 32719150 "West to Foggy Bottom" 1 A043 D10:53
D10 9 24682150 "East to Southern Av Station" 0 A043 D10:05
D10 9 32861150 "West to Foggy Bottom" 1 A043 D10:53
P96 10 29681080 "North to Suitland" 0 A043 P96:04
P93 10 25646080 "West to Birchwood" 1 A043 P93:51
P93 10 2124080 "East to Suitland" 0 A043 P93:05
P94 10 19855080 "West to National Harbor" 1 A043 P94:51
P94 10 21489080 "East to Suitland" 0 A043 P94:03
P93 10 30755080 "West to Birchwood" 1 A043 P93:52
P93 10 3182080 "East to Suitland" 0 A043 P93:06
D10 11 32719020 "West to Foggy Bottom" 1 A043 D10:53
D10 11 24682020 "East to Southern Av Station" 0 A043 D10:05
D10 11 32861020 "West to Foggy Bottom" 1 A043 D10:53
D10 12 32719060 "West to Foggy Bottom" 1 A043 D10:53
D10 12 24682060 "East to Southern Av Station" 0 A043 D10:05
D10 12 32861060 "West to Foggy Bottom" 1 A043 D10:53
P96 13 29681010 "North to Suitland" 0 A043 P96:04
P93 13 25646010 "West to Birchwood" 1 A043 P93:51
P93 13 2124010 "East to Suitland" 0 A043 P93:05
P94 13 19855010 "West to National Harbor" 1 A043 P94:51
P94 13 21489010 "East to Suitland" 0 A043 P94:03
P93 13 30755010 "West to Birchwood" 1 A043 P93:52
P93 13 3182010 "East to Suitland" 0 A043 P93:06
D1X 14 32976070 "East to Naylor Rd Station" 0 A043 D1X:04
D1X 14 38459070 "West to Metro Center" 1 A043 D1X:53
D1X 14 18176070 "East to Naylor Rd Station" 0 A043 D1X:04
D1X 14 11638070 "West to Metro Center" 1 A043 D1X:53
D1X 14 3835070 "East to Naylor Rd Station" 0 A043 D1X:04
