route_id service_id trip_id trip_headsign direction_id block_id shape_id
P30 4 11015140 "East to New Carrollton" 0 L117 P30:05
P30 4 36148140 "West to Silver Spring" 1 L117 P30:51
P30 4 15038140 "East to New Carrollton" 0 L117 P30:05
P30 4 2762140 "West to Silver Spring" 1 L117 P30:51
P30 4 5726140 "East to New Carrollton" 0 L117 P30:05
P30 4 6162140 "West to Silver Spring" 1 L117 P30:51
P30 4 32385140 "East to New Carrollton" 0 L117 P30:05
P30 4 40460140 "West to Silver Spring" 1 L117 P30:51
P30 4 17588140 "East to New Carrollton" 0 L117 P30:05
P30 5 13117100 "West to Silver Spring" 1 L117 P30:51
P30 5 11015100 "East to New Carrollton" 0 L117 P30:05
P30 5 36148100 "West to Silver Spring" 1 L117 P30:51
P30 5 15038100 "East to New Carrollton" 0 L117 P30:05
P30 5 2762100 "West to Silver Spring" 1 L117 P30:51
P30 5 5726100 "East to New Carrollton" 0 L117 P30:05
P30 5 6162100 "West to Silver Spring" 1 L117 P30:51
P30 5 32385100 "East to New Carrollton" 0 L117 P30:05
P30 5 40460100 "West to Silver Spring" 1 L117 P30:51
P30 5 17588100 "East to New Carrollton" 0 L117 P30:05
P1X 6 24246110 "North to IKEA Center" 0 L117 P1X:03
P1X 6 8626110 "South to Rhode Island Av" 1 L117 P1X:51
P1X 6 4173110 "North to IKEA Center" 0 L117 P1X:03
P1X 6 27349110 "South to Rhode Island Av" 1 L117 P1X:51
P1X 6 568110 "North to IKEA Center" 0 L117 P1X:03
P1X 6 24038110 "South to Rhode Island Av" 1 L117 P1X:51
P1X 6 16677110 "North to IKEA Center" 0 L117 P1X:03
P1X 6 31411110 "South to Rhode Island Av" 1 L117 P1X:51
P1X 6 9578110 "North to IKEA Center" 0 L117 P1X:03
P30 7 13117120 "West to Silver Spring" 1 L117 P30:51
P30 7 11015120 "East to New Carrollton" 0 L117 P30:05
P30 7 36148120 "West to Silver Spring" 1 L117 P30:51
P30 7 15038120 "East to New Carrollton" 0 L117 P30:05
P30 7 2762120 "West to Silver Spring" 1 L117 P30:51
P30 7 5726120 "East to New Carrollton" 0 L117 P30:05
P30 7 6162120 "West to Silver Spring" 1 L117 P30:51
P30 7 32385120 "East to New Carrollton" 0 L117 P30:05
P30 7 40460120 "West to Silver Spring" 1 L117 P30:51
P30 7 17588120 "East to New Carrollton" 0 L117 P30:05
P30 8 13117170 "West to Silver Spring" 1 L117 P30:51
P30 8 11015170 "East to New Carrollton" 0 L117 P30:05
P30 8 36148170 "West to Silver Spring" 1 L117 P30:51
P30 8 15038170 "East to New Carrollton" 0 L117 P30:05
P30 8 2762170 "West to Silver Spring" 1 L117 P30:51
P30 8 5726170 "East to New Carrollton" 0 L117 P30:05
P30 8 6162170 "West to Silver Spring" 1 L117 P30:51
P30 8 32385170 "East to New Carrollton" 0 L117 P30:05
P30 8 40460170 "West to Silver Spring" 1 L117 P30:51
P30 8 17588170 "East to New Carrollton" 0 L117 P30:05
P30 9 13117150 "West to Silver Spring" 1 L117 P30:51
P30 9 11015150 "East to New Carrollton" 0 L117 P30:05
P30 9 36148150 "West to Silver Spring" 1 L117 P30:51
P30 9 15038150 "East to New Carrollton" 0 L117 P30:05
P30 9 2762150 "West to Silver Spring" 1 L117 P30:51
P30 9 5726150 "East to New Carrollton" 0 L117 P30:05
P30 9 6162150 "West to Silver Spring" 1 L117 P30:51
P30 9 32385150 "East to New Carrollton" 0 L117 P30:05
P30 9 40460150 "West to Silver Spring" 1 L117 P30:51
P30 9 17588150 "East to New Carrollton" 0 L117 P30:05
P12 10 37663080 "North to Laurel" 0 L117 P12:03
P12 10 29367080 "South to Greenbelt" 1 L117 P12:51
P12 10 14359080 "North to Laurel" 0 L117 P12:03
P12 10 4074080 "South to Greenbelt" 1 L117 P12:51
P20 10 1843080 "South to New Carrollton" 1 L117 P20:51
P20 10 3525080 "North to Greenbelt" 0 L117 P20:07
P20 10 35963080 "South to New Carrollton" 1 L117 P20:51
P20 10 10438080 "North to Greenbelt" 0 L117 P20:07
P30 11 13117020 "West to Silver Spring" 1 L117 P30:51
P30 11 11015020 "East to New Carrollton" 0 L117 P30:05
P30 11 36148020 "West to Silver Spring" 1 L117 P30:51
P30 11 15038020 "East to New Carrollton" 0 L117 P30:05
P30 11 2762020 "West to Silver Spring" 1 L117 P30:51
P30 11 5726020 "East to New Carrollton" 0 L117 P30:05
P30 11 6162020 "West to Silver Spring" 1 L117 P30:51
P30 11 32385020 "East to New Carrollton" 0 L117 P30:05
P30 11 40460020 "West to Silver Spring" 1 L117 P30:51
P30 11 17588020 "East to New Carrollton" 0 L117 P30:05
P30 12 13117060 "West to Silver Spring" 1 L117 P30:51
P30 12 11015060 "East to New Carrollton" 0 L117 P30:05
P30 12 36148060 "West to Silver Spring" 1 L117 P30:51
P30 12 15038060 "East to New Carrollton" 0 L117 P30:05
P30 12 2762060 "West to Silver Spring" 1 L117 P30:51
P30 12 5726060 "East to New Carrollton" 0 L117 P30:05
P30 12 6162060 "West to Silver Spring" 1 L117 P30:51
P30 12 32385060 "East to New Carrollton" 0 L117 P30:05
P30 12 40460060 "West to Silver Spring" 1 L117 P30:51
P30 12 17588060 "East to New Carrollton" 0 L117 P30:05
P12 13 37663010 "North to Laurel" 0 L117 P12:03
P12 13 29367010 "South to Greenbelt" 1 L117 P12:51
P12 13 14359010 "North to Laurel" 0 L117 P12:03
P12 13 4074010 "South to Greenbelt" 1 L117 P12:51
P20 13 1843010 "South to New Carrollton" 1 L117 P20:51
P20 13 3525010 "North to Greenbelt" 0 L117 P20:07
P20 13 35963010 "South to New Carrollton" 1 L117 P20:51
P20 13 10438010 "North to Greenbelt" 0 L117 P20:07
P1X 14 24246070 "North to IKEA Center" 0 L117 P1X:03
P1X 14 8626070 "South to Rhode Island Av" 1 L117 P1X:51
P1X 14 4173070 "North to IKEA Center" 0 L117 P1X:03
P1X 14 27349070 "South to Rhode Island Av" 1 L117 P1X:51
P1X 14 568070 "North to IKEA Center" 0 L117 P1X:03
P1X 14 24038070 "South to Rhode Island Av" 1 L117 P1X:51
P1X 14 16677070 "North to IKEA Center" 0 L117 P1X:03
P1X 14 31411070 "South to Rhode Island Av" 1 L117 P1X:51
P1X 14 9578070 "North to IKEA Center" 0 L117 P1X:03
P40 1 5297130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 3726130 "East to New Carrollton" 0 L118 P40:05
P40 1 37337130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 29371130 "East to New Carrollton" 0 L118 P40:05
P40 1 29533130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 26140130 "East to New Carrollton" 0 L118 P40:05
P40 1 5164130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 17589130 "East to New Carrollton" 0 L118 P40:05
P40 1 12976130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 34691130 "East to New Carrollton" 0 L118 P40:05
P40 1 6491130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 31286130 "East to New Carrollton" 0 L118 P40:05
P40 1 10596130 "West to Rhode Island Av" 1 L118 P40:51
P40 1 32918130 "East to New Carrollton" 0 L118 P40:05
P14 1 5545130 "South to Deanwood" 1 L118 P14:51
P14 1 1487130 "North to Greenbelt" 0 L118 P14:03
P40 2 5297090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 3726090 "East to New Carrollton" 0 L118 P40:05
P40 2 37337090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 29371090 "East to New Carrollton" 0 L118 P40:05
P40 2 29533090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 26140090 "East to New Carrollton" 0 L118 P40:05
P40 2 5164090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 17589090 "East to New Carrollton" 0 L118 P40:05
P40 2 12976090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 34691090 "East to New Carrollton" 0 L118 P40:05
P40 2 6491090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 31286090 "East to New Carrollton" 0 L118 P40:05
P40 2 10596090 "West to Rhode Island Av" 1 L118 P40:51
P40 2 32918090 "East to New Carrollton" 0 L118 P40:05
P14 2 5545090 "South to Deanwood" 1 L118 P14:51
P14 2 1487090 "North to Greenbelt" 0 L118 P14:03
P40 3 5297160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 3726160 "East to New Carrollton" 0 L118 P40:05
P40 3 37337160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 29371160 "East to New Carrollton" 0 L118 P40:05
P40 3 29533160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 26140160 "East to New Carrollton" 0 L118 P40:05
P40 3 5164160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 17589160 "East to New Carrollton" 0 L118 P40:05
P40 3 12976160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 34691160 "East to New Carrollton" 0 L118 P40:05
P40 3 6491160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 31286160 "East to New Carrollton" 0 L118 P40:05
P40 3 10596160 "West to Rhode Island Av" 1 L118 P40:51
P40 3 32918160 "East to New Carrollton" 0 L118 P40:05
P14 3 5545160 "South to Deanwood" 1 L118 P14:51
P14 3 1487160 "North to Greenbelt" 0 L118 P14:03
P40 4 5297140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 3726140 "East to New Carrollton" 0 L118 P40:05
P40 4 37337140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 29371140 "East to New Carrollton" 0 L118 P40:05
P40 4 29533140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 26140140 "East to New Carrollton" 0 L118 P40:05
P40 4 5164140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 17589140 "East to New Carrollton" 0 L118 P40:05
P40 4 12976140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 34691140 "East to New Carrollton" 0 L118 P40:05
P40 4 6491140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 31286140 "East to New Carrollton" 0 L118 P40:05
P40 4 10596140 "West to Rhode Island Av" 1 L118 P40:51
P40 4 32918140 "East to New Carrollton" 0 L118 P40:05
P14 4 5545140 "South to Deanwood" 1 L118 P14:51
P14 4 1487140 "North to Greenbelt" 0 L118 P14:03
P40 5 5297100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 3726100 "East to New Carrollton" 0 L118 P40:05
P40 5 37337100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 29371100 "East to New Carrollton" 0 L118 P40:05
P40 5 29533100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 26140100 "East to New Carrollton" 0 L118 P40:05
P40 5 5164100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 17589100 "East to New Carrollton" 0 L118 P40:05
P40 5 12976100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 34691100 "East to New Carrollton" 0 L118 P40:05
P40 5 6491100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 31286100 "East to New Carrollton" 0 L118 P40:05
P40 5 10596100 "West to Rhode Island Av" 1 L118 P40:51
P40 5 32918100 "East to New Carrollton" 0 L118 P40:05
P14 5 5545100 "South to Deanwood" 1 L118 P14:51
P14 5 1487100 "North to Greenbelt" 0 L118 P14:03
P14 6 24551110 "South to Deanwood" 1 L118 P14:51
P14 6 12215110 "North to Greenbelt" 0 L118 P14:03
P14 6 32403110 "South to Deanwood" 1 L118 P14:51
P14 6 2825110 "North to Greenbelt" 0 L118 P14:03
P12 6 37834110 "North to Laurel" 0 L118 P12:03
P12 6 24414110 "South to Greenbelt" 1 L118 P12:51
P12 6 23236110 "North to Laurel" 0 L118 P12:03
P12 6 361110 "South to Greenbelt" 1 L118 P12:51
P12 6 17734110 "North to Laurel" 0 L118 P12:03
P40 7 5297120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 3726120 "East to New Carrollton" 0 L118 P40:05
P40 7 37337120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 29371120 "East to New Carrollton" 0 L118 P40:05
P40 7 29533120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 26140120 "East to New Carrollton" 0 L118 P40:05
P40 7 5164120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 17589120 "East to New Carrollton" 0 L118 P40:05
P40 7 12976120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 34691120 "East to New Carrollton" 0 L118 P40:05
P40 7 6491120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 31286120 "East to New Carrollton" 0 L118 P40:05
P40 7 10596120 "West to Rhode Island Av" 1 L118 P40:51
P40 7 32918120 "East to New Carrollton" 0 L118 P40:05
P14 7 5545120 "South to Deanwood" 1 L118 P14:51
P14 7 1487120 "North to Greenbelt" 0 L118 P14:03
P40 8 5297170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 3726170 "East to New Carrollton" 0 L118 P40:05
P40 8 37337170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 29371170 "East to New Carrollton" 0 L118 P40:05
P40 8 29533170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 26140170 "East to New Carrollton" 0 L118 P40:05
P40 8 5164170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 17589170 "East to New Carrollton" 0 L118 P40:05
P40 8 12976170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 34691170 "East to New Carrollton" 0 L118 P40:05
P40 8 6491170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 31286170 "East to New Carrollton" 0 L118 P40:05
P40 8 10596170 "West to Rhode Island Av" 1 L118 P40:51
P40 8 32918170 "East to New Carrollton" 0 L118 P40:05
P14 8 5545170 "South to Deanwood" 1 L118 P14:51
P14 8 1487170 "North to Greenbelt" 0 L118 P14:03
P40 9 5297150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 3726150 "East to New Carrollton" 0 L118 P40:05
P40 9 37337150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 29371150 "East to New Carrollton" 0 L118 P40:05
P40 9 29533150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 26140150 "East to New Carrollton" 0 L118 P40:05
P40 9 5164150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 17589150 "East to New Carrollton" 0 L118 P40:05
P40 9 12976150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 34691150 "East to New Carrollton" 0 L118 P40:05
P40 9 6491150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 31286150 "East to New Carrollton" 0 L118 P40:05
P40 9 10596150 "West to Rhode Island Av" 1 L118 P40:51
P40 9 32918150 "East to New Carrollton" 0 L118 P40:05
P14 9 5545150 "South to Deanwood" 1 L118 P14:51
P14 9 1487150 "North to Greenbelt" 0 L118 P14:03
P41 10 16259080 "East to Largo" 0 L118 P41:03
P41 10 1888080 "West to Capital Plaza" 1 L118 P41:51
P41 10 17391080 "East to Largo" 0 L118 P41:03
P41 10 35978080 "West to Capital Plaza" 1 L118 P41:51
P41 10 16676080 "East to Largo" 0 L118 P41:03
P41 10 29241080 "West to Capital Plaza" 1 L118 P41:51
P41 10 25651080 "East to Largo" 0 L118 P41:03
P41 10 35684080 "West to Capital Plaza" 1 L118 P41:51
P40 11 5297020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 3726020 "East to New Carrollton" 0 L118 P40:05
P40 11 37337020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 29371020 "East to New Carrollton" 0 L118 P40:05
P40 11 29533020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 26140020 "East to New Carrollton" 0 L118 P40:05
P40 11 5164020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 17589020 "East to New Carrollton" 0 L118 P40:05
P40 11 12976020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 34691020 "East to New Carrollton" 0 L118 P40:05
P40 11 6491020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 31286020 "East to New Carrollton" 0 L118 P40:05
P40 11 10596020 "West to Rhode Island Av" 1 L118 P40:51
P40 11 32918020 "East to New Carrollton" 0 L118 P40:05
P14 11 5545020 "South to Deanwood" 1 L118 P14:51
P14 11 1487020 "North to Greenbelt" 0 L118 P14:03
P40 12 5297060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 3726060 "East to New Carrollton" 0 L118 P40:05
P40 12 37337060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 29371060 "East to New Carrollton" 0 L118 P40:05
P40 12 29533060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 26140060 "East to New Carrollton" 0 L118 P40:05
P40 12 5164060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 17589060 "East to New Carrollton" 0 L118 P40:05
P40 12 12976060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 34691060 "East to New Carrollton" 0 L118 P40:05
P40 12 6491060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 31286060 "East to New Carrollton" 0 L118 P40:05
P40 12 10596060 "West to Rhode Island Av" 1 L118 P40:51
P40 12 32918060 "East to New Carrollton" 0 L118 P40:05
P14 12 5545060 "South to Deanwood" 1 L118 P14:51
P14 12 1487060 "North to Greenbelt" 0 L118 P14:03
P41 13 16259010 "East to Largo" 0 L118 P41:03
P41 13 1888010 "West to Capital Plaza" 1 L118 P41:51
P41 13 17391010 "East to Largo" 0 L118 P41:03
P41 13 35978010 "West to Capital Plaza" 1 L118 P41:51
P41 13 16676010 "East to Largo" 0 L118 P41:03
P41 13 29241010 "West to Capital Plaza" 1 L118 P41:51
P41 13 25651010 "East to Largo" 0 L118 P41:03
P41 13 35684010 "West to Capital Plaza" 1 L118 P41:51
P14 14 24551070 "South to Deanwood" 1 L118 P14:51
P14 14 12215070 "North to Greenbelt" 0 L118 P14:03
P14 14 32403070 "South to Deanwood" 1 L118 P14:51
P14 14 2825070 "North to Greenbelt" 0 L118 P14:03
P12 14 37834070 "North to Laurel" 0 L118 P12:03
P12 14 24414070 "South to Greenbelt" 1 L118 P12:51
P12 14 23236070 "North to Laurel" 0 L118 P12:03
P12 14 361070 "South to Greenbelt" 1 L118 P12:51
P12 14 17734070 "North to Laurel" 0 L118 P12:03
P62 1 24602130 "North to Deanwood" 0 L119 P62:05
P62 1 24370130 "South to Branch Av" 1 L119 P62:51
P62 2 24602090 "North to Deanwood" 0 L119 P62:05
P62 2 24370090 "South to Branch Av" 1 L119 P62:51
P62 3 24602160 "North to Deanwood" 0 L119 P62:05
P62 3 24370160 "South to Branch Av" 1 L119 P62:51
P62 4 24602140 "North to Deanwood" 0 L119 P62:05
P62 4 24370140 "South to Branch Av" 1 L119 P62:51
P62 5 24602100 "North to Deanwood" 0 L119 P62:05
P62 5 24370100 "South to Branch Av" 1 L119 P62:51
P20 6 25420110 "South to New Carrollton" 1 L119 P20:51
P20 6 22512110 "North to Greenbelt" 0 L119 P20:07
P20 6 10552110 "South to New Carrollton" 1 L119 P20:51
P20 6 14021110 "North to Greenbelt" 0 L119 P20:07
P20 6 33561110 "South to New Carrollton" 1 L119 P20:51
P20 6 8960110 "North to Greenbelt" 0 L119 P20:07
P20 6 33736110 "South to New Carrollton" 1 L119 P20:51
P20 6 9614110 "North to Greenbelt" 0 L119 P20:07
P62 7 24602120 "North to Deanwood" 0 L119 P62:05
P62 7 24370120 "South to Branch Av" 1 L119 P62:51
P62 8 24602170 "North to Deanwood" 0 L119 P62:05
P62 8 24370170 "South to Branch Av" 1 L119 P62:51
P62 9 24602150 "North to Deanwood" 0 L119 P62:05
P62 9 24370150 "South to Branch Av" 1 L119 P62:51
P1X 10 16805080 "North to IKEA Center" 0 L119 P1X:03
P1X 10 17030080 "South to Rhode Island Av" 1 L119 P1X:51
P1X 10 36198080 "North to IKEA Center" 0 L119 P1X:03
P1X 10 324080 "South to Rhode Island Av" 1 L119 P1X:51
P1X 10 18973080 "North to IKEA Center" 0 L119 P1X:03
P1X 10 31300080 "South to Rhode Island Av" 1 L119 P1X:51
P1X 10 36017080 "North to IKEA Center" 0 L119 P1X:03
P62 11 24602020 "North to Deanwood" 0 L119 P62:05
P62 11 24370020 "South to Branch Av" 1 L119 P62:51
P62 12 24602060 "North to Deanwood" 0 L119 P62:05
P62 12 24370060 "South to Branch Av" 1 L119 P62:51
P1X 13 16805010 "North to IKEA Center" 0 L119 P1X:03
P1X 13 17030010 "South to Rhode Island Av" 1 L119 P1X:51
P1X 13 36198010 "North to IKEA Center" 0 L119 P1X:03
P1X 13 324010 "South to Rhode Island Av" 1 L119 P1X:51
P1X 13 18973010 "North to IKEA Center" 0 L119 P1X:03
P1X 13 31300010 "South to Rhode Island Av" 1 L119 P1X:51
P1X 13 36017010 "North to IKEA Center" 0 L119 P1X:03
P20 14 25420070 "South to New Carrollton" 1 L119 P20:51
P20 14 22512070 "North to Greenbelt" 0 L119 P20:07
P20 14 10552070 "South to New Carrollton" 1 L119 P20:51
P20 14 14021070 "North to Greenbelt" 0 L119 P20:07
P20 14 33561070 "South to New Carrollton" 1 L119 P20:51
P20 14 8960070 "North to Greenbelt" 0 L119 P20:07
P20 14 33736070 "South to New Carrollton" 1 L119 P20:51
P20 14 9614070 "North to Greenbelt" 0 L119 P20:07
P32 1 4789130 "East to Greenbelt" 0 L120 P32:01
P31 1 673130 "West to Takoma Langley" 1 L120 P31:51
P31 1 32214130 "East to New Carrollton" 0 L120 P31:06
P31 1 12487130 "West to Takoma Langley" 1 L120 P31:51
P31 1 11121130 "East to New Carrollton" 0 L120 P31:06
P31 1 37187130 "West to Takoma Langley" 1 L120 P31:51
P31 1 27987130 "East to New Carrollton" 0 L120 P31:06
P31 1 30083130 "West to Takoma Langley" 1 L120 P31:51
P31 1 33126130 "East to New Carrollton" 0 L120 P31:06
P31 1 5335130 "West to Takoma Langley" 1 L120 P31:51
P31 1 20823130 "East to New Carrollton" 0 L120 P31:06
P31 1 19822130 "West to Takoma Langley" 1 L120 P31:51
P31 1 883130 "East to New Carrollton" 0 L120 P31:06
P31 1 33796130 "West to Takoma Langley" 1 L120 P31:51
P31 1 34921130 "East to New Carrollton" 0 L120 P31:06
P31 1 37497130 "West to Takoma Langley" 1 L120 P31:51
P31 1 32099130 "East to New Carrollton" 0 L120 P31:06
P31 2 673090 "West to Takoma Langley" 1 L120 P31:51
P31 2 32214090 "East to New Carrollton" 0 L120 P31:06
P31 2 12487090 "West to Takoma Langley" 1 L120 P31:51
P31 2 11121090 "East to New Carrollton" 0 L120 P31:06
P31 2 37187090 "West to Takoma Langley" 1 L120 P31:51
P31 2 27987090 "East to New Carrollton" 0 L120 P31:06
P31 2 30083090 "West to Takoma Langley" 1 L120 P31:51
P31 2 33126090 "East to New Carrollton" 0 L120 P31:06
P31 2 5335090 "West to Takoma Langley" 1 L120 P31:51
P31 2 20823090 "East to New Carrollton" 0 L120 P31:06
P31 2 19822090 "West to Takoma Langley" 1 L120 P31:51
P31 2 883090 "East to New Carrollton" 0 L120 P31:06
P31 2 33796090 "West to Takoma Langley" 1 L120 P31:51
P31 2 34921090 "East to New Carrollton" 0 L120 P31:06
P31 2 37497090 "West to Takoma Langley" 1 L120 P31:51
P31 2 32099090 "East to New Carrollton" 0 L120 P31:06
P32 3 4789160 "East to Greenbelt" 0 L120 P32:01
P31 3 673160 "West to Takoma Langley" 1 L120 P31:51
P31 3 32214160 "East to New Carrollton" 0 L120 P31:06
P31 3 12487160 "West to Takoma Langley" 1 L120 P31:51
P31 3 11121160 "East to New Carrollton" 0 L120 P31:06
P31 3 37187160 "West to Takoma Langley" 1 L120 P31:51
P31 3 27987160 "East to New Carrollton" 0 L120 P31:06
P31 3 30083160 "West to Takoma Langley" 1 L120 P31:51
P31 3 33126160 "East to New Carrollton" 0 L120 P31:06
P31 3 5335160 "West to Takoma Langley" 1 L120 P31:51
P31 3 20823160 "East to New Carrollton" 0 L120 P31:06
P31 3 19822160 "West to Takoma Langley" 1 L120 P31:51
P31 3 883160 "East to New Carrollton" 0 L120 P31:06
P31 3 33796160 "West to Takoma Langley" 1 L120 P31:51
P31 3 34921160 "East to New Carrollton" 0 L120 P31:06
P31 3 37497160 "West to Takoma Langley" 1 L120 P31:51
P31 3 32099160 "East to New Carrollton" 0 L120 P31:06
P32 4 4789140 "East to Greenbelt" 0 L120 P32:01
P31 4 673140 "West to Takoma Langley" 1 L120 P31:51
P31 4 32214140 "East to New Carrollton" 0 L120 P31:06
P31 4 12487140 "West to Takoma Langley" 1 L120 P31:51
P31 4 11121140 "East to New Carrollton" 0 L120 P31:06
P31 4 37187140 "West to Takoma Langley" 1 L120 P31:51
P31 4 27987140 "East to New Carrollton" 0 L120 P31:06
P31 4 30083140 "West to Takoma Langley" 1 L120 P31:51
P31 4 33126140 "East to New Carrollton" 0 L120 P31:06
P31 4 5335140 "West to Takoma Langley" 1 L120 P31:51
P31 4 20823140 "East to New Carrollton" 0 L120 P31:06
P31 4 19822140 "West to Takoma Langley" 1 L120 P31:51
P31 4 883140 "East to New Carrollton" 0 L120 P31:06
P31 4 33796140 "West to Takoma Langley" 1 L120 P31:51
P31 4 34921140 "East to New Carrollton" 0 L120 P31:06
P31 4 37497140 "West to Takoma Langley" 1 L120 P31:51
P31 4 32099140 "East to New Carrollton" 0 L120 P31:06
P31 5 673100 "West to Takoma Langley" 1 L120 P31:51
P31 5 32214100 "East to New Carrollton" 0 L120 P31:06
P31 5 12487100 "West to Takoma Langley" 1 L120 P31:51
P31 5 11121100 "East to New Carrollton" 0 L120 P31:06
P31 5 37187100 "West to Takoma Langley" 1 L120 P31:51
P31 5 27987100 "East to New Carrollton" 0 L120 P31:06
P31 5 30083100 "West to Takoma Langley" 1 L120 P31:51
P31 5 33126100 "East to New Carrollton" 0 L120 P31:06
P31 5 5335100 "West to Takoma Langley" 1 L120 P31:51
P31 5 20823100 "East to New Carrollton" 0 L120 P31:06
P31 5 19822100 "West to Takoma Langley" 1 L120 P31:51
P31 5 883100 "East to New Carrollton" 0 L120 P31:06
P31 5 33796100 "West to Takoma Langley" 1 L120 P31:51
P31 5 34921100 "East to New Carrollton" 0 L120 P31:06
P31 5 37497100 "West to Takoma Langley" 1 L120 P31:51
P31 5 32099100 "East to New Carrollton" 0 L120 P31:06
P14 6 39008110 "South to Deanwood" 1 L120 P14:51
P14 6 9346110 "North to Greenbelt" 0 L120 P14:03
P12 6 20510110 "North to Laurel" 0 L120 P12:03
P12 6 34448110 "South to Greenbelt" 1 L120 P12:51
P20 6 9615110 "South to New Carrollton" 1 L120 P20:51
P20 6 1055110 "North to Greenbelt" 0 L120 P20:07
P20 6 14022110 "South to New Carrollton" 1 L120 P20:51
P20 6 34238110 "North to Greenbelt" 0 L120 P20:07
P32 7 4789120 "East to Greenbelt" 0 L120 P32:01
P31 7 673120 "West to Takoma Langley" 1 L120 P31:51
P31 7 32214120 "East to New Carrollton" 0 L120 P31:06
P31 7 12487120 "West to Takoma Langley" 1 L120 P31:51
P31 7 11121120 "East to New Carrollton" 0 L120 P31:06
P31 7 37187120 "West to Takoma Langley" 1 L120 P31:51
P31 7 27987120 "East to New Carrollton" 0 L120 P31:06
P31 7 30083120 "West to Takoma Langley" 1 L120 P31:51
P31 7 33126120 "East to New Carrollton" 0 L120 P31:06
P31 7 5335120 "West to Takoma Langley" 1 L120 P31:51
P31 7 20823120 "East to New Carrollton" 0 L120 P31:06
P31 7 19822120 "West to Takoma Langley" 1 L120 P31:51
P31 7 883120 "East to New Carrollton" 0 L120 P31:06
P31 7 33796120 "West to Takoma Langley" 1 L120 P31:51
P31 7 34921120 "East to New Carrollton" 0 L120 P31:06
P31 7 37497120 "West to Takoma Langley" 1 L120 P31:51
P31 7 32099120 "East to New Carrollton" 0 L120 P31:06
P32 8 4789170 "East to Greenbelt" 0 L120 P32:01
P31 8 673170 "West to Takoma Langley" 1 L120 P31:51
P31 8 32214170 "East to New Carrollton" 0 L120 P31:06
P31 8 12487170 "West to Takoma Langley" 1 L120 P31:51
