stop_id stop_code stop_name stop_desc stop_lat stop_lon zone_id stop_url
4011 5001259 "Lee Hwy+Nutley St" NA 38.872337 -77.260719 NA NA
4012 6000369 "Carlin Springs Rd+N Greenbrier St" NA 38.872353 -77.122002 NA NA
4015 5001261 "Lee Hwy+Braxton Wood Ct" NA 38.872437 -77.257912 NA NA
4016 3000877 "Marlboro Pk+Glacier Av" NA 38.872448 -76.926506 NA NA
4018 5001262 "Lee Hwy+Ellenwood Dr" NA 38.872501 -77.255646 NA NA
4019 1000471 "Minnesota Av SE+White Pl SE" NA 38.872509 -76.972443 NA NA
4020 3000878 "Marlboro Pk+Glacier Av" NA 38.872517 -76.926491 NA NA
4021 5001263 "Lee Hwy+Braxton Wood Ct" NA 38.872532 -77.257797 NA NA
4022 5001264 "Lee Hwy+Mainstone Dr" NA 38.872581 -77.251953 NA NA
4023 5001265 "Lee Hwy+Hunter Rd" NA 38.872601 -77.255615 NA NA
4025 6000370 "N Pershing Dr+N Thomas St" NA 38.87262 -77.106903 NA NA
4026 6000371 "N Henderson Rd+N George Mason Dr" NA 38.872643 -77.111404 NA NA
4028 5001267 "Arrowhead Dr+Arrowhead Cir" NA 38.872654 -77.313698 NA NA
4032 6000373 "N Glebe Rd+N Piedmont St" NA 38.872681 -77.103424 NA NA
4033 5001268 "Lee Hwy+Espana Ct" NA 38.872688 -77.252701 NA NA
4036 1000473 "Minnesota Av SE+Nicholson St SE" NA 38.872742 -76.972466 NA NA
4039 5001269 "Arrowhead Dr+Arrowhead Cir" NA 38.872776 -77.313637 NA NA
4040 3000881 "Brooke Rd+Oakford Rd" NA 38.872784 -76.910851 NA NA
4041 5001270 "Lee Hwy+Saxon Flowers Dr" NA 38.872726 -77.248688 NA NA
4042 6000375 "N Pershing Dr+N Thomas St" NA 38.872791 -77.106705 NA NA
4052 6000378 "Wilson Bl+Patrick Henry Dr" NA 38.873013 -77.143364 NA NA
4053 5001273 "Lee Hwy+Cedar Ln" NA 38.873024 -77.245193 NA NA
4058 6000379 "N George Mason Dr+N Henderson Rd" NA 38.873077 -77.110909 NA NA
4061 6000380 "N Carlin Springs Rd+N Frederick St" NA 38.873104 -77.119781 NA NA
4064 5001278 "Peyton Randolph Dr+Wilson Bl" NA 38.873142 -77.149826 NA NA
4065 3000882 "Marlboro Pk+Edgewick Av" NA 38.873146 -76.929512 NA NA
4066 5001279 "Lee Hwy+Fairhill Rd" NA 38.873169 -77.244957 NA NA
4067 6000381 "Wilson Bl+Patrick Henry Dr" NA 38.873173 -77.143478 NA NA
4071 3000883 "Larchmont Av+#1221" NA 38.873177 -76.922279 NA NA
4073 3000885 "Marlboro Pk+Edgewick Av" NA 38.873371 -76.929832 NA NA
4074 5001280 "Wilson Bl+Peyton Randolph Dr" NA 38.873272 -77.149284 NA NA
4075 3000886 "Larchmont Av+#1218" NA 38.87328 -76.922081 NA NA
4076 6000383 "N Carlin Springs Rd+N Edison St" NA 38.873302 -77.118843 NA NA
4077 5001281 "Wilson Bl+John Marshall Dr" NA 38.873302 -77.147591 NA NA
4078 3000887 "Southern Av SE+Pear St SE" NA 38.873314 -76.934372 NA NA
4079 5001282 "Rosehaven St+#10530" NA 38.873341 -77.308968 NA NA
4081 6000384 "Wilson Bl+N McKinley Rd" NA 38.873409 -77.146812 NA NA
4082 1000479 "Delaware Av SW+Canal St SW" NA 38.873463 -77.013443 NA NA
4084 3000888 "Marlboro Pk+Boones Hill Rd" NA 38.87347 -76.931274 NA NA
4085 5001283 "Lee Hwy+Industry Ln" NA 38.873428 -77.238754 NA NA
4086 6000386 "Wilson Bl+N Livingston St" NA 38.873501 -77.140427 NA NA
4088 5001284 "Rosehaven St+#10530" NA 38.87352 -77.308807 NA NA
4090 6000388 "N Carlin Springs Rd+N Edison St" NA 38.873547 -77.118462 NA NA
4091 6000389 "N Pershing Dr+N Glebe Rd" NA 38.873672 -77.105583 NA NA
4092 5001286 "Lee Hwy+Industry Ln" NA 38.873562 -77.238785 NA NA
4093 6000390 "N Pershing Dr+N Glebe Rd" NA 38.873604 -77.105583 NA NA
4097 6000391 "N Glebe Rd+Pershing Dr" NA 38.873623 -77.104874 NA NA
4099 6000393 "Wilson Bl+N Livingston St" NA 38.873661 -77.140457 NA NA
4100 3000889 "Marlboro Pk+Boones Hill Rd" NA 38.873676 -76.931976 NA NA
4104 1000480 "Minnesota Av SE+Pennsylvania Av SE" NA 38.873741 -76.970062 NA NA
4107 6000397 "N Glebe Rd+Pershing Dr" NA 38.873775 -77.104965000000007 NA NA
4109 1000482 "Pennsylvania Av SE+L'Enfant Sq SE" NA 38.873779 -76.971687 NA NA
4110 5001292 "Lee Hwy+Hilltop Rd" NA 38.873718 -77.23452 NA NA
4115 1003796 "Southern Av SE+Bowen Rd SE" NA 38.873581 -76.93428 NA NA
4118 5001294 "Lee Hwy+Hilltop Rd" NA 38.873878 -77.234085 NA NA
4123 1000484 "Delaware Av SW+#1301-1311" NA 38.874043 -77.014481 NA NA
4124 6000401 "Roosevelt Bl+Wilson Bl" NA 38.87405 -77.15255 NA NA
4125 6001335 "Roosevelt Bl+Wilson Bl" NA 38.874062 -77.152397 NA NA
4128 1000485 "Pennsylvania Av SE+L'Enfant Sq SE" NA 38.874104 -76.971687 NA NA
4130 3000891 "Southern Av+Marlboro Pk" NA 38.87413 -76.933357 NA NA
4132 6000403 "N Pershing Dr+N Quebec St" NA 38.874176 -77.104645 NA NA
4133 6000404 "N Pershing Dr+N Piedmont St" NA 38.874203 -77.104332 NA NA
4134 6000405 "Wilson Bl+N Larrimore St" NA 38.874264 -77.136772 NA NA
4140 6000407 "Wilson Bl+N Larrimore St" NA 38.874325 -77.136917 NA NA
4142 1000486 "4 St SW+N St SW" NA 38.874413 -77.017464 NA NA
4146 6000408 "N Henderson Rd+N Thomas St" NA 38.874554 -77.110046 NA NA
4151 6000409 "N Glebe Rd+3 Rd N" NA 38.874641 -77.106171 NA NA
4155 5001305 "Lee Hwy+Gallows Rd" NA 38.874683 -77.22583 NA NA
4157 3000893 "Shady Glen Dr+Walker Mill Rd" NA 38.874718 -76.881241 NA NA
4158 6000411 "Wilson Bl+N Lexington St" NA 38.875107 -77.132881 NA NA
4159 6000412 "N Glebe Rd+3 Rd N" NA 38.874744 -77.106476 NA NA
4160 1000487 "Minnesota Av SE+28 St SE" NA 38.874771 -76.967987 NA NA
4164 6000415 "N Henderson Rd+N Thomas St" NA 38.874866 -77.109779 NA NA
4167 1003795 "Southern Av SE+Reed Ter SE" NA 38.874958 -76.932365 NA NA
4168 5001308 "Lee Hwy+Emma Lee St" NA 38.874935 -77.211182 NA NA
4169 3000895 "Brooke Rd+Brooke Road Park" NA 38.875 -76.913651 NA NA
4171 5001309 "Lee Hwy+Windsor Dr" NA 38.875057 -77.209404 NA NA
4172 5001310 "Lee Hwy+Mary St" NA 38.875126 -77.212036 NA NA
4173 5001311 "Jermantown Rd+Borge St" NA 38.87516 -77.300308 NA NA
4176 5001313 "Lee Hwy+Windsor Dr" NA 38.875225 -77.209473 NA NA
4177 5001314 "Jermantown Rd+Borge St" NA 38.875256 -77.300545 NA NA
4181 5001316 "Lee Hwy+N Fairview Park Dr" NA 38.87529 -77.214539 NA NA
4183 5001318 "Lee Hwy+Meadow View Rd" NA 38.875298 -77.205994 NA NA
4186 5001321 "Lee Hwy+Hollywood Rd" NA 38.875408 -77.207199 NA NA
4187 5001322 "Lee Hwy+Hartland Rd" NA 38.875324 -77.222755 NA NA
4189 6000420 "N Glebe Rd+4 St N" NA 38.875404 -77.107292 NA NA
4192 3000896 "Southern Av+Easy Pl" NA 38.87545 -76.931648 NA NA
4195 6000422 "N Glebe Rd+4 St N" NA 38.875553 -77.10762 NA NA
4197 1000489 "Minnesota Av SE+Nelson Pl SE" NA 38.875847 -76.96579 NA NA
4198 6000423 "N Pershing Dr+N Nelson St" NA 38.875576 -77.101357 NA NA
4199 1000490 "Minnesota Av SE+Nelson Pl SE" NA 38.875813 -76.966202 NA NA
4202 5001327 "Lee Hwy+Lawrence Dr" NA 38.875561 -77.202011 NA NA
4204 6000425 "Wilson Bl+N Kensington St" NA 38.875671 -77.131096 NA NA
4206 5001329 "Lee Hwy+Hartland Rd" NA 38.875759 -77.222115 NA NA
4208 5001330 "Rt 29 Lee Hwy+Lawrence Dr" NA 38.875736 -77.20237 NA NA
4209 5001331 "Rosehaven St+Jermantown Rd" NA 38.875713 -77.308601 NA NA
4210 5001332 "Rosehaven St+Rose Forest Dr" NA 38.875721 -77.308792 NA NA
4214 6000428 "Wilson Bl+N Kensington St" NA 38.875778 -77.130806 NA NA
4216 5001334 "Jermantown Rd+Blake Ln" NA 38.875847 -77.29879 NA NA
4217 5001335 "Blake Ln+Oakton Crest Pl" NA 38.875862 -77.284477 NA NA
4219 6000430 "N Carlin Springs Rd+N Wakefield St" NA 38.8759 -77.114899 NA NA
4221 5001337 "Jermantown Rd+Chain Bridge Rd" NA 38.875942 -77.303711 NA NA
4222 6000431 "Pershing Dr+4 St N" NA 38.875957 -77.100845 NA NA
4224 5001339 "Lee Hwy+West St" NA 38.875866 -77.199242 NA NA
4225 5001340 "Lee Hwy+West St" NA 38.876003 -77.199539 NA NA
4230 5001343 "Jermantown Rd+#2900" NA 38.876083 -77.303497 NA NA
4232 6000432 "N Carlin Springs Rd+N Wakefield St" NA 38.876087 -77.114441 NA NA
4237 6000435 "N Glebe Rd+N Henderson Rd" NA 38.876186 -77.10862 NA NA
4238 3000899 "Larchmont Av+Fable St" NA 38.876202 -76.92054 NA NA
4239 5001345 "Blake Ln+Edgelea Rd" NA 38.876251 -77.287491 NA NA
4240 5001346 "Blake Ln+Cyrandall Valley Rd" NA 38.87627 -77.289726 NA NA
4242 3000900 "Addison Rd S+Gethsemane Church" NA 38.876389 -76.895744 NA NA
4243 3000901 "Addison Rd S+Gethsemane Church" NA 38.876331 -76.895615 NA NA
4244 1000495 "M St SW+Delaware Av SW" NA 38.876335 -77.01339 NA NA
4247 1000497 "M St SW+Howison Pl SW" NA 38.876343 -77.011147 NA NA
4248 5001347 "Blake Ln+Cyrandall Valley Rd" NA 38.876354 -77.289063 NA NA
4250 1000498 "M St SW+4 St SW" NA 38.87635 -77.017128 NA NA
4251 6000436 "N Glebe Rd+N Quincy St" NA 38.876389 -77.108582 NA NA
4255 6001334 "Roosevelt Bl+Roosevelt Towers" NA 38.8764 -77.153053 NA NA
4256 1000502 "M St SE+7 St SE" NA 38.876415 -76.997566 NA NA
4258 6000437 "Roosevelt Bl+Oakwood Apt" NA 38.876278 -77.153305 NA NA
4259 1000504 "M St SE+4 St SE" NA 38.876369 -77.00016 NA NA
4261 5001348 "Lee Hwy+Lee Oaks Ct" NA 38.876331 -77.197144 NA NA
4262 5001349 "Lee Hwy+Lee Oaks Ct" NA 38.87645 -77.197464 NA NA
4263 6000438 "Wilson Bl+N Jefferson St" NA 38.87645 -77.127853 NA NA
4266 6000440 "Wilson Bl+N Jefferson St" NA 38.876495 -77.128006 NA NA
4267 5001350 "Blake Ln+Bushman Dr" NA 38.876511 -77.29438 NA NA
4271 3000902 "Larchmont Av+Fable St" NA 38.876461 -76.920578 NA NA
4274 1000511 "M St SW+6 St SW" NA 38.876549 -77.019661 NA NA
4275 1000512 "M St SE+4 St SE" NA 38.876553 -77.000397 NA NA
4278 1000514 "M St SE+8 St SE" NA 38.87656 -76.994705 NA NA
4281 1000517 "M St SW+Delaware Av SW" NA 38.876575 -77.013618 NA NA
4282 5001351 "Jermantown Rd+Palmer St" NA 38.876587 -77.296822 NA NA
4283 5001352 "Blake Ln+Windwood Farms Rd" NA 38.876602 -77.296051 NA NA
4285 5001353 "Lee Hwy+Bisvey Dr" NA 38.876659 -77.195633 NA NA
4287 1000518 "Benning Rd SE+Hillside Rd SE" NA 38.876747 -76.931152 NA NA
4288 5001354 "Blake Ln+Gray St" NA 38.876747 -77.295219 NA NA
4289 1000519 "Benning Rd SE+Hillside Rd SE" NA 38.876774 -76.931236 NA NA
4292 5001355 "Lee Hwy+Bisvey Dr" NA 38.876835 -77.195557 NA NA
4297 6000444 "Carlin Springs Rd+N Thomas St" NA 38.876896 -77.112793 NA NA
4299 6000446 "Pershing Dr+N Kenmore St" NA 38.876907 -77.098579 NA NA
4302 5001356 "Lee Hwy+Little Falls Pl" NA 38.877048 -77.193886 NA NA
4305 5001357 "Lee Hwy+Kalmia Lee Ct" NA 38.87719 -77.194054 NA NA
4306 1000521 "11 St SE+M St SE" NA 38.876923 -76.991364 NA NA
4309 1000523 "Minnesota Av SE+Lyndale Pl SE" NA 38.877239 -76.963058 NA NA
4317 6000451 "Pershing Dr+N Jackson St" NA 38.87743 -77.097702 NA NA
4319 5001361 "Lee Hw+Graham Rd" NA 38.877384 -77.192184 NA NA
4321 1000526 "Minnesota Av SE+31 St SE" NA 38.877464 -76.962738 NA NA
4322 6000454 "Wilson Bl+N Emerson St" NA 38.877548 -77.12339 NA NA
4329 5001365 "Lee Hw+Woodley Pl" NA 38.877705 -77.191742 NA NA
4331 6000456 "Wilson Bl+N Frederick St" NA 38.877678 -77.12355 NA NA
4340 6000460 "Wilson Bl+N George Mason Dr" NA 38.878025 -77.121376 NA NA
4342 3000903 "Shady Glen Dr+Beechnut Rd" NA 38.878342 -76.880608 NA NA
4343 3000904 "Larchmont Av+Emo St" NA 38.87812 -76.919708 NA NA
4346 6000463 "Wilson Bl+N George Mason Dr" NA 38.878208 -77.121384 NA NA
4356 1000532 "Minnesota Av SE+Randle Cir SE" NA 38.878792 -76.960861 NA NA
4359 1000533 "K St SE+Potomac Av SE" NA 38.878376 -76.990402 NA NA
4360 1000534 "Benning Rd SE+H St SE" NA 38.878468 -76.931564 NA NA
4363 5001370 "Lee Hw+Rosemary Ln" NA 38.87849 -77.188286 NA NA
4365 6000466 "N Randolph St+Wilson Bl" NA 38.878582 -77.109337 NA NA
4380 5001373 "S Washington St+Rosemary Ln" NA 38.878761 -77.187881 NA NA
4381 1000541 "Minnesota Av SE+Randle Cir SE" NA 38.878212 -76.961502 NA NA
4382 5001374 "Lee Hw+Goodwin Ct" NA 38.878689 -77.186493 NA NA
4384 5001376 "Lee Hw+Marshall St" NA 38.878811 -77.184792 NA NA
4387 6000471 "S Washington St+N Jackson St" NA 38.878895 -77.186256 NA NA
4389 5001377 "S Washington St+Greenway Bl" NA 38.878933 -77.182732 NA NA
4394 6000473 "Washington Bl+3 St N" NA 38.878963 -77.088974 NA NA
4399 6000476 "S Washington St+Marshall St" NA 38.878979 -77.18428 NA NA
4400 6000477 "Wilson Bl+N Abingdon St" NA 38.878994 -77.11776 NA NA
4401 5001378 "S Washington St+Cameron Rd" NA 38.879002 -77.181526 NA NA
4404 1000544 "Potomac Av SE+13 St SE" NA 38.879055 -76.988533 NA NA
4406 6000480 "S Washington St+Greenway Bl" NA 38.879055 -77.182869 NA NA
4410 6000483 "Wilson Bl+N Abingdon St" NA 38.879108 -77.117714 NA NA
4413 5001379 "S Washington St+Cavalier Trl" NA 38.879177 -77.178818 NA NA
4414 6000484 "S Washington St+Westmoreland Rd" NA 38.879181 -77.18084 NA NA
4419 5001380 "S Washington St+S Maple Av" NA 38.879269 -77.178856 NA NA
4433 6000487 "Washington Bl+N Bryan St" NA 38.879364 -77.089218 NA NA
4440 3003386 "Brooke Rd+Highmount Ln" NA 38.879505 -76.913101 NA NA
4441 6000489 "Wilson Bl+N Wakefield St" NA 38.879551 -77.115517 NA NA
4443 3000915 "Addison Rd+Wilburn Dr" NA 38.879574 -76.896385 NA NA
4446 6000491 "Wilson Bl+N Wakefield St" NA 38.879597 -77.115692 NA NA
4448 6000492 "N Pershing Dr+N Garfield St" NA 38.879353 -77.093643 NA NA
4450 6000493 "N Pershing Dr+N Fillmore St" NA 38.879578 -77.092979 NA NA
4453 6000495 "S Washington St+Tinner Hill Rd" NA 38.879604 -77.176636 NA NA
4454 6000496 "S Washington St+Tinners Hill St" NA 38.879738 -77.176292 NA NA
4463 1000565 "Potomac Av SE+14 St SE" NA 38.880032 -76.985748 NA NA
4465 1000566 "7 St SW+I St SW" NA 38.879982 -77.02198 NA NA
4472 6000502 "Wilson Bl+N Taylor St" NA 38.880165 -77.11219 NA NA
4479 6000504 "S Washington St+Hillwood Av" NA 38.880207 -77.174438 NA NA
4482 6000506 "S Washington St+E Annandale Rd" NA 38.88031 -77.173508 NA NA
4486 1000574 "Alabama Av SE+G St SE" NA 38.880383 -76.939316 NA NA
4491 1000576 "Pennsylvania Av SE+14 St SE" NA 38.880207 -76.984734 NA NA
4494 3000919 "Larchmont Av+Doppler St" NA 38.880535 -76.918358 NA NA
4501 6000512 "N Pershing Dr+Washington Bl" NA 38.88063 -77.090652 NA NA
4505 3000920 "Larchmont Av+Doppler St" NA 38.880798 -76.918243 NA NA
4506 6000514 "N Pershing Dr+Washington Bl" NA 38.880871 -77.09021 NA NA
4507 1000580 "Fitch St SE+53 St SE" NA 38.88089 -76.92733 NA NA
4509 1000582 "Potomac Av SE+15 St SE" NA 38.88092 -76.983887 NA NA
4510 6000515 "N Barton St+N Pershing Dr" NA 38.880924 -77.087326 NA NA
4516 1000584 "Texas Av SE+Adrian St SE" NA 38.881062 -76.945076 NA NA
4519 6000517 "N Glebe Rd+Fairfax Dr" NA 38.881111 -77.115646 NA NA
4520 1000585 "8 St SE+G St SE" NA 38.881126 -76.994942 NA NA
4521 6000518 "N Barton St+Pershing Dr" NA 38.881142 -77.087288 NA NA
4524 1000586 "Ridge Rd SE+Texas Av SE" NA 38.881191 -76.945847 NA NA
4529 1000587 "Pennsylvania Av SE+13 St SE" NA 38.881165 -76.988007 NA NA
4531 3000923 "Shady Glen Dr+Millrace Rd" NA 38.88139 -76.877953 NA NA
4534 1000589 "8 St SE+G St SE" NA 38.881435 -76.995003 NA NA
4535 1000590 "Potomac Av SE+Kentucky Av SE" NA 38.881443 -76.982971 NA NA
4540 1000593 "Pennsylvania Av SE+13 St SE" NA 38.881554 -76.988098 NA NA
4547 6000522 "Arlington Bl+Pershing Dr" NA 38.881676 -77.084137 NA NA
4551 1000597 "Minnesota Av SE+F St SE" NA 38.881805 -76.95874 NA NA
4552 6000523 "S Washington St+Broad St" NA 38.881886 -77.171577 NA NA
4553 1000598 "Alabama Av SE+F St SE" NA 38.881992 -76.939354 NA NA
4554 1000599 "Benning Rd SE+F St SE" NA 38.882004 -76.933365 NA NA
4555 6000524 "N Fairfax Dr+N Vermont St" NA 38.882011 -77.114594 NA NA
4558 6000525 "S Washington St+E Broad St" NA 38.882008 -77.171181 NA NA
4562 1000601 "51 St SE+E St SE" NA 38.882107 -76.929047 NA NA
4570 6000530 "N Fairfax Dr+N Utah St" NA 38.882198 -77.114334 NA NA
4572 1000604 "Texas Av SE+F St SE" NA 38.882244 -76.942734 NA NA
4573 1000605 "53 St SE+E St SE" NA 38.882248 -76.926682 NA NA
4575 1000607 "Benning Rd SE+F St SE" NA 38.882359 -76.933777 NA NA
4576 1000608 "Texas Av SE+Burbank St SE" NA 38.882389 -76.942741 NA NA
4583 1000609 "Minnesota Av SE+E St SE" NA 38.882603 -76.958282 NA NA
4585 1000610 "Ridge Rd SE+E St SE" NA 38.882629 -76.946571 NA NA
4586 6000532 "N Sycamore St+17 St N" NA 38.882671 -77.155113 NA NA
4588 1000611 "Pennsylvania Av SE+E St SE" NA 38.882698 -76.990875 NA NA
4591 3000925 "Larchmont Av+Cumberland St" NA 38.88274 -76.917183 NA NA
4593 6000534 "W Broad St+S Maple Av" NA 38.882782 -77.172104 NA NA
4597 1000615 "Ely Pl SE+Ridge Rd SE" NA 38.882778 -76.947021 NA NA
4598 6000535 "N Barton St+9 St N" NA 38.882839 -77.087532 NA NA
4600 1000616 "Pennsylvania Av SE+11 St SE" NA 38.882507 -76.991257 NA NA
4601 1000617 "Alabama Av SE+E St SE" NA 38.882935 -76.939514 NA NA
4603 3000926 "Addison Rd S+St Margarets Church" NA 38.882957 -76.89727 NA NA
4607 1000620 "8 St SE+E St SE" NA 38.882973 -76.994949 NA NA
4609 6000538 "Broad St+Maple Av" NA 38.883022 -77.172203 NA NA
4610 1000621 "Ridge Rd SE+Ely Pl SE" NA 38.883026 -76.946823 NA NA
4613 6000834 "N Washington St+Park Pl" NA 38.883278 -77.16954 NA NA
4616 1000625 "Ely Pl SE+37 Pl SE" NA 38.883121 -76.949287 NA NA
4617 6000541 "N Barton St+9 St N" NA 38.88311 -77.087624 NA NA
4623 6000542 "Washington Bl+N Kentucky St" NA 38.883205 -77.135994 NA NA
4624 6000543 "N Washington St+Park Av" NA 38.883224 -77.169861 NA NA
4631 3000927 "Addison Rd S+St Margarets Church" NA 38.883282 -76.897224 NA NA
4632 1003666 "E St SW+7 St SW" NA 38.883289 -77.021454 NA NA
4636 6000544 "N Glebe Rd+11 St N" NA 38.883385 -77.116333 NA NA
4637 6000545 "Washington Bl+N Kenilworth St" NA 38.883408 -77.135391 NA NA
4638 6000546 "Washington Bl+Patrick Henry Dr" NA 38.883705 -77.138184 NA NA
4641 1000639 "Benning Rd SE+E St SE" NA 38.883541 -76.934685 NA NA
4643 1000640 "8 St SE+D St SE" NA 38.883495 -76.995094 NA NA
4644 6000547 "Washington Bl+N Jefferson St" NA 38.883583 -77.134102 NA NA
4647 1000642 "Benning Rd SE+E St SE" NA 38.883617 -76.934685 NA NA
4650 1000644 "7 St SW+E St SW" NA 38.883694 -77.021851 NA NA
4655 6000548 "Washington Bl+N Jefferson St" NA 38.883804 -77.133484 NA NA
4663 1000649 "Minnesota Av SE+34 St SE" NA 38.883923 -76.957321 NA NA
4668 6000553 "Washington Bl+N Inglewood St" NA 38.884071 -77.131851 NA NA
4669 1000650 "37 St SE+#410" NA 38.884094 -76.951805 NA NA
4674 1000652 "17 St SE+D St SE" NA 38.88422 -76.980789 NA NA
4676 6000554 "Washington Bl+N Inglewood St" NA 38.884239 -77.131424 NA NA
4677 3000931 "Shady Glen Dr+Millwoof Dr" NA 38.884247 -76.877075 NA NA
4681 1000654 "Pennsylvania Av SE+8 St SE" NA 38.884262 -76.99556 NA NA
4688 1000656 "8 St SE+D St SE" NA 38.883808 -76.994888 NA NA
4689 6000555 "Washington Bl+N Harrison St" NA 38.884472 -77.129906 NA NA
4692 3000933 "Larchmont Av+Clovis Av" NA 38.884521 -76.916359 NA NA
4694 3000934 "Kettering Dr+Largo Rd" NA 38.884521 -76.814064 NA NA
4697 6000556 "Washington Bl+N Harrison St" NA 38.884586 -77.129623 NA NA
4705 6000559 "Washington Bl+N Longfellow St" NA 38.884727 -77.139771 NA NA
4708 6000560 "N Glebe Rd+Washington Bl" NA 38.884731 -77.116829 NA NA
4709 6000561 "N Glebe Rd+Washington Bl" NA 38.884735 -77.11702 NA NA
4714 3000935 "Suffolk Av+Central Av" NA 38.884762 -76.910156 NA NA
4716 1000664 "8 St SE+D St SE" NA 38.884785 -76.994972 NA NA
4719 3000937 "Kettering Dr+Largo Rd" NA 38.884838 -76.81382 NA NA
4724 6000566 "N Washington St+Columbia St" NA 38.884857 -77.166733 NA NA
4728 6000567 "Washington Bl+N Longfellow St" NA 38.884857 -77.14032 NA NA
4733 3000941 "Suffolk Av+Central Av" NA 38.885052 -76.909836 NA NA
4735 1000668 "Ridge Rd SE+D St SE" NA 38.885063 -76.948273 NA NA
4738 1000670 "Ridge Rd SE+D St SE" NA 38.885078 -76.948387 NA NA
4739 6000570 "W Broad St+N Virginia Av" NA 38.885101 -77.175423 NA NA
4741 6000571 "N Washington St+Columbia St" NA 38.885147 -77.166222 NA NA
4742 6000572 "Washington Bl+N Evergreen St" NA 38.885029 -77.125404 NA NA
4744 6000573 "Washington Bl+N Evergreen St" NA 38.885159 -77.125778 NA NA
4745 1000672 "51 St SE+C St SE" NA 38.885166 -76.928413 NA NA
4753 6000574 "Washington Bl+N Buchanan St" NA 38.885307 -77.12104 NA NA
4755 6000575 "Washington Bl+N Vernon St" NA 38.885361 -77.116333 NA NA
4756 6000576 "Washington Bl+N Buchanan St" NA 38.885216 -77.12133 NA NA
4757 3000942 "Central Av+Tunic Av" NA 38.885365 -76.908836 NA NA
4759 3000943 "Kettering Dr+Kettering Ct" NA 38.885403 -76.81266 NA NA
4760 6000578 "Washington Bl+N Vernon St" NA 38.885441 -77.115974 NA NA
4761 6000579 "Washington Bl+N Utah St" NA 38.885456 -77.113861 NA NA
4762 3000944 "Central Av+Ventura Av" NA 38.885464 -76.907616 NA NA
4763 6000580 "Washington Bl+N Glebe Rd" NA 38.885471 -77.117851 NA NA
4764 6000581 "Washington Bl+N Stuart St" NA 38.885498 -77.112457 NA NA
4766 6000582 "Washington Bl+N Utah St" NA 38.885517 -77.113937 NA NA
4768 6000583 "Washington Bl+N Stafford St" NA 38.885521 -77.111145 NA NA
4771 1000678 "Texas Av SE+Dubois Pl SE" NA 38.885548 -76.94062 NA NA
4773 1000679 "12 St SW+C St SW" NA 38.885563 -77.028259 NA NA
4775 1000681 "Minnesota Av SE+C St SE" NA 38.885578 -76.956047 NA NA
4776 6000586 "Washington Bl+N Stuart St" NA 38.885586000000004 -77.112007 NA NA
4777 3000945 "Central Av+Vale Pl" NA 38.885551 -76.907562 NA NA
4778 6000587 "Washington Bl+N McKinley Rd" NA 38.885479 -77.141342 NA NA
4779 6000588 "Washington Bl+N Stafford St" NA 38.885628 -77.110725 NA NA
4781 1000682 "19 St SE+C St SE" NA 38.885681 -76.977242 NA NA
4782 3000946 "Kettering Dr+Kettering Ct" NA 38.885689 -76.812439 NA NA
4786 1000684 "Benning Rd SE+C St SE" NA 38.885735 -76.935768 NA NA
4791 3000947 "Central Av+Xenia Av" NA 38.885811 -76.905296 NA NA
4793 1000686 "Massachusetts Av SE+17 St SE" NA 38.885963 -76.980614 NA NA
4794 1000687 "Texas Av SE+Dubois Pl SE" NA 38.885826 -76.940681 NA NA
4797 3000948 "Central Av+Maryland Park Dr" NA 38.885921 -76.904892 NA NA
4802 6000591 "Washington Bl+N Quincy St" NA 38.885986 -77.107788 NA NA
4803 6000592 "Washington Bl+N McKinley Rd" NA 38.885998 -77.142365 NA NA
4807 6000593 "Washington Bl+N Lincoln St" NA 38.886024 -77.103065 NA NA
4810 3000949 "Central Av+Rollins Av" NA 38.886036 -76.903847 NA NA
4821 6000599 "Washington Bl+N Lincoln St" NA 38.886189 -77.103264 NA NA
4823 6000600 "Washington Bl+13 St N" NA 38.886131 -77.098938 NA NA
4824 1000698 "Minnesota Av SE+C St SE" NA 38.886154 -76.955734 NA NA
4825 6000601 "Washington Bl+N Nelson St" NA 38.886158 -77.105301 NA NA
4832 3000950 "Old Central Av+Yolanda Av" NA 38.88633 -76.901459 NA NA
4837 1000703 "37 St SE+37 Pl SE" NA 38.886429 -76.95285 NA NA
4848 6000602 "Washington Bl+18 St N" NA 38.8867 -77.144684 NA NA
4849 1000708 "Texas Av SE+C St SE" NA 38.886684 -76.940643 NA NA
4856 6000604 "Clarendon Bl+N Highland St" NA 38.886791 -77.09523 NA NA
4857 6000605 "Washington Bl+N Nottingham St" NA 38.886852 -77.144913 NA NA
4858 1000709 "Massachusetts Av SE+15 St SE" NA 38.88686 -76.983086 NA NA
4860 3000951 "E Capitol St+Yost Pl" NA 38.886898 -76.902534 NA NA
4864 1000710 "14 St SW+Independence Av SW" NA 38.886959 -77.031792 NA NA
4872 3000953 "E Capitol St+Yost Pl" NA 38.887093 -76.902443 NA NA
4874 1000712 "14 St SW+Independence Av SW" NA 38.887142 -77.032089 NA NA
4876 1000713 "53 St SE+Central Av SE" NA 38.887215 -76.925568 NA NA
4877 3000954 "Central Av+Cabin Branch Dr" NA 38.887241 -76.893677 NA NA
4878 1000714 "51 St SE+Astor Pl SE" NA 38.887245 -76.927971 NA NA
