trip_id,route_id,route_short_name,service_id,direction_id,arrival_time,stop_id,stop_name,station_name,stop_sequence,shape_dist_traveled,timepoint,agency
20819,8958,26,1,1,14:12:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20819,8958,26,1,1,13:43:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20820,8958,26,1,1,14:13:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20820,8958,26,1,1,13:40:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20820,8958,26,1,1,14:31:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20820,8958,26,1,1,14:42:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20821,8958,26,1,1,14:10:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20821,8958,26,1,1,15:12:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20821,8958,26,1,1,14:43:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20821,8958,26,1,1,15:01:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20822,8958,26,1,1,14:35:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20822,8958,26,1,1,15:08:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20822,8958,26,1,1,15:37:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20822,8958,26,1,1,15:26:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20823,8958,26,1,1,15:37:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20823,8958,26,1,1,15:00:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20823,8958,26,1,1,15:56:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20823,8958,26,1,1,16:07:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20824,8958,26,1,1,15:20:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20824,8958,26,1,1,16:27:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20824,8958,26,1,1,15:57:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20824,8958,26,1,1,16:16:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20825,8958,26,1,1,16:32:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20825,8958,26,1,1,15:55:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20825,8958,26,1,1,16:51:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20825,8958,26,1,1,17:02:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20826,8958,26,1,1,17:02:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20826,8958,26,1,1,17:21:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20826,8958,26,1,1,17:32:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20826,8958,26,1,1,16:25:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20827,8958,26,1,1,18:21:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20827,8958,26,1,1,18:32:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20827,8958,26,1,1,17:25:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20827,8958,26,1,1,18:02:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20828,8958,26,1,1,17:45:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20828,8958,26,1,1,18:22:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20828,8958,26,1,1,18:41:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20828,8958,26,1,1,18:52:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20829,8958,26,1,1,18:42:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20829,8958,26,1,1,18:05:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20829,8958,26,1,1,19:01:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20829,8958,26,1,1,19:12:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20830,8958,26,1,1,18:50:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20830,8958,26,1,1,19:40:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20830,8958,26,1,1,19:51:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20830,8958,26,1,1,19:23:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20831,8958,26,1,1,19:15:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20831,8958,26,1,1,19:48:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20831,8958,26,1,1,20:05:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20831,8958,26,1,1,20:16:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20832,8958,26,1,1,20:23:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20832,8958,26,1,1,19:50:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20832,8958,26,1,1,20:40:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20832,8958,26,1,1,20:51:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20833,8958,26,1,1,20:25:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20833,8958,26,1,1,21:26:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20833,8958,26,1,1,20:58:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20833,8958,26,1,1,21:15:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20834,8958,26,1,1,21:00:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20834,8958,26,1,1,21:30:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20834,8958,26,1,1,21:46:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20834,8958,26,1,1,21:55:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20835,8958,26,1,1,22:15:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20835,8958,26,1,1,21:45:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20835,8958,26,1,1,22:31:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20835,8958,26,1,1,22:40:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20836,8958,26,1,1,22:30:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20836,8958,26,1,1,23:25:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20836,8958,26,1,1,23:00:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20836,8958,26,1,1,23:16:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20837,8958,26,1,1,23:45:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20837,8958,26,1,1,24:01:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20837,8958,26,1,1,24:10:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20837,8958,26,1,1,23:15:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20838,8958,26,1,1,17:47:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
20838,8958,26,1,1,17:17:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20838,8958,26,1,1,17:36:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20838,8958,26,1,1,16:40:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20839,8958,26,1,1,16:55:00,9184,GLENMONT STATION & BAY B,GLENMONT STATION,1,0,1,Montgomery County MD Ride On
20839,8958,26,1,1,17:32:00,6580,TWINBROOK STATION & BAY C,TWINBROOK STATION,50,15.0201,1,Montgomery County MD Ride On
20839,8958,26,1,1,17:51:00,5610,NORTH BETHESDA STATION & BAY C,NORTH BETHESDA STATION,67,20.237,1,Montgomery County MD Ride On
20839,8958,26,1,1,18:02:00,17621,MONTGOMERY MALL TRANSIT CENTER & BAY B,MONTGOMERY MALL TRANSIT CENTER,78,25.255,1,Montgomery County MD Ride On
21729,8960,28,1,0,07:22:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21729,8960,28,1,0,07:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21730,8960,28,1,0,22:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21730,8960,28,1,0,22:53:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21731,8960,28,1,0,22:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21731,8960,28,1,0,22:23:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21732,8960,28,1,0,21:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21732,8960,28,1,0,21:53:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21733,8960,28,1,0,21:23:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21733,8960,28,1,0,21:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21734,8960,28,1,0,20:53:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21734,8960,28,1,0,20:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21735,8960,28,1,0,20:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21735,8960,28,1,0,20:23:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21736,8960,28,1,0,19:53:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21736,8960,28,1,0,19:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21737,8960,28,1,0,19:23:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21737,8960,28,1,0,19:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21738,8960,28,1,0,18:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21738,8960,28,1,0,18:55:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21739,8960,28,1,0,18:25:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21739,8960,28,1,0,18:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21740,8960,28,1,0,17:55:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21740,8960,28,1,0,17:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21741,8960,28,1,0,17:25:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21741,8960,28,1,0,17:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21742,8960,28,1,0,16:55:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21742,8960,28,1,0,16:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21743,8960,28,1,0,16:25:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21743,8960,28,1,0,16:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21744,8960,28,1,0,15:55:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21744,8960,28,1,0,15:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21745,8960,28,1,0,15:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21745,8960,28,1,0,15:25:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21746,8960,28,1,0,14:55:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21746,8960,28,1,0,14:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21747,8960,28,1,0,14:24:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21747,8960,28,1,0,14:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21748,8960,28,1,0,13:54:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21748,8960,28,1,0,13:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21749,8960,28,1,0,13:24:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21749,8960,28,1,0,13:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21750,8960,28,1,0,12:54:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21750,8960,28,1,0,12:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21751,8960,28,1,0,12:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21751,8960,28,1,0,12:24:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21752,8960,28,1,0,11:54:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21752,8960,28,1,0,11:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21753,8960,28,1,0,11:24:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21753,8960,28,1,0,11:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21754,8960,28,1,0,07:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21754,8960,28,1,0,07:52:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21755,8960,28,1,0,08:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21755,8960,28,1,0,08:22:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21756,8960,28,1,0,08:52:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21756,8960,28,1,0,08:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21757,8960,28,1,0,09:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21757,8960,28,1,0,09:22:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21758,8960,28,1,0,09:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21758,8960,28,1,0,09:52:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21759,8960,28,1,0,10:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21759,8960,28,1,0,10:24:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21760,8960,28,1,0,10:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21760,8960,28,1,0,10:54:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21761,8960,28,1,0,23:00:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21761,8960,28,1,0,23:23:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21762,8960,28,1,0,23:30:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,1,0,1,Montgomery County MD Ride On
21762,8960,28,1,0,23:53:00,17479,SILVER SPRING STATION & BAY 105,SILVER SPRING STATION,23,5.3919,1,Montgomery County MD Ride On
21933,8961,29,1,0,20:50:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21933,8961,29,1,0,21:13:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21934,8961,29,1,0,19:53:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21934,8961,29,1,0,19:30:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21935,8961,29,1,0,19:15:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21935,8961,29,1,0,18:52:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21936,8961,29,1,0,18:35:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21936,8961,29,1,0,18:12:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21937,8961,29,1,0,22:10:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21937,8961,29,1,0,22:33:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21938,8961,29,1,0,07:15:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21938,8961,29,1,0,06:51:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21939,8961,29,1,0,21:30:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21939,8961,29,1,0,21:53:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21940,8961,29,1,0,20:10:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21940,8961,29,1,0,20:33:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21941,8961,29,1,0,18:04:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21941,8961,29,1,0,17:30:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21942,8961,29,1,0,16:50:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21942,8961,29,1,0,17:24:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21943,8961,29,1,0,16:44:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21943,8961,29,1,0,16:10:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21944,8961,29,1,0,15:30:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21944,8961,29,1,0,16:04:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21945,8961,29,1,0,15:24:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21945,8961,29,1,0,14:50:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21946,8961,29,1,0,14:39:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21946,8961,29,1,0,14:11:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21947,8961,29,1,0,13:58:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21947,8961,29,1,0,13:30:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21948,8961,29,1,0,12:51:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21948,8961,29,1,0,13:17:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21949,8961,29,1,0,12:11:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21949,8961,29,1,0,12:37:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21950,8961,29,1,0,11:57:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21950,8961,29,1,0,11:31:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21951,8961,29,1,0,11:17:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21951,8961,29,1,0,10:51:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21952,8961,29,1,0,10:39:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21952,8961,29,1,0,10:09:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
21953,8961,29,1,0,09:59:00,306,BETHESDA STATION & BAY D,BETHESDA STATION,57,13.3758,1,Montgomery County MD Ride On
21953,8961,29,1,0,09:29:00,2698,FRIENDSHIP HEIGHTS STATION & BAY E,NA,1,0,1,Montgomery County MD Ride On
